loan_id,client_ref,branch_code,agent_id,disbursement_date,principal_zar,initiation_fee_zar,capitalised_amount_zar,interest_rate_annual,term_months,monthly_service_fee_zar,credit_life_monthly_zar,instalment_zar,debit_order_day,purpose,is_topup,settles_loan_id,status
LN-501783,CL-115934,SF-BFN,AG-650,2024-11-01,33500,4457.5,37957.5,0.24,12,69,170.81,3829.05,27,Vehicle repair,N,,Settled
LN-501784,CL-110997,SF-CPT,AG-641,23/11/2024,50000,5175,55175,0.26,18,69,248.29,4051.73,27,Home improvement,N,,Settled
LN-501785,CL-110597,SF-CPT,AG-636,2024-11-03,35000,4607.5,39607.5,0.28,18,69,178.23,2967.19,11,Debt consolidation,N,,Settled
LN-501786,CL-115455,SF-BFN,AG-653,2024-11-03,13000,2407.5,15407.5,0.26,18,69,69.33,1181.17,3,Medical,N,,Settled
LN-501787,CL-113593,SF-GQE,AG-646,2024-11-02,47500,5175,52675,0.27,12,69,237.04,"5,363.75",4,Vehicle repair,N,,Settled
LN-501788,CL-110171,SF-PMB,AG-631,2024-11-18,7500,1857.5,9357.5,,12,69,42.11,1005.03,26,Funeral,N,,Settled
LN-501789,CL-110002,SF-PMB,AG-630,04/11/2024,50000,5175,55175,0.24,24,69,248.29,3234.45,27,School fees,N,,ACTIVE
LN-501790,CL-107234,SF-DBN,AG-621,20/11/2024,32000,4307.5,36307.5,0.27,12,69,163.38,3718.54,26,Other,N,,Settled
LN-501791,CL-106868,SF-DBN,AG-621,2024-11-15,11500,2257.5,13757.5,0.28,12,69,61.91,1458.59,4,Home improvement,N,,Settled
LN-501792,CL-100159,SF-JHB,AG-611,2024-11-24,50000,5175,55175,0.27,18,69,248.29,4078.96,4,Other,N,,Settled
LN-501793,CL-108117,SF-DBN,AG-629,16/11/2024,50000,5175,55175,0.25,24,69,248.29,3262.06,26,Debt consolidation,N,,written off
LN-501794,CL-118083,SF-MAH,AG-659,2024-11-28,9500,2057.5,11557.5,0.28,24,69,52.01,755.38,2,Business,N,,Active
LN-501795,CL-109687,SF-PMB,AG-634,2024-11-15,46000,5175,51175,0.27,6,69,230.29,9512.58,25,Business,N,,Settled
LN-501796,CL-113933,SF-GQE,AG-644,2024-11-08,16500,2757.5,"19,257.50",0.25,18,69,86.66,1449.61,3,School fees,N,,Settled
LN-501797,CL-101126,SF-JHB,AG-609,2024-11-23,10000,2107.5,12107.5,0.26,24,69,54.48,775.77,27,Medical,N,,written off
LN-501798,CL-111312,SF-CPT,AG-641,2024-11-20,18500,2957.5,21457.5,0.27,24,69,96.56,1332.42,7,Home improvement,N,,Active
LN-501799,CL-103412,SF-PTA,AG-619,2024-11-22,16500,2757.5,19257.5,0.27,6,69,86.66,3622.68,26,Funeral,N,,Settled
LN-501800,CL-102067,SF-JHB,AG-604,2024-11-27,29000,4007.5,33007.5,,6,69,148.53,6143.41,5,Medical,N,,Written off
LN-501801,CL-117548,SF-PLK,AG-655,2024-11-15,35000,4607.5,39607.5,0.28,12,69,178.23,4069.59,26,Medical,N,,SETTLED
LN-501802,CL-106408,SF-DBN,AG-626,2024-11-01,16500,2757.5,19257.5,0.27,12,69,86.66,2004.71,8,School fees,N,,Settled
LN-501803,CL-113548,SF-GQE,AG-646,18/11/2024,50000,5175,"55,175.00",0.24,12,69,248.29,5534.61,1,Business,N,,Written off
LN-501804,CL-109576,SF-PMB,AG-630,2024-11-01,19000,3007.5,22007.5,0.27,12,69,99.03,2281.14,4,School fees,N,,Settled
LN-501805,CL-101872,SF-JHB,AG-606,2024-11-12,43500,5175,48675,0.28,6,69,219.04,9075.79,1,Debt consolidation,N,,Settled
LN-501806,CL-100451,SF-JHB,AG-611,2024-11-28,38500,4957.5,43457.5,0.26,24,69,195.56,2605.81,9,Medical,N,,Active
LN-501807,CL-103102,SF-JHB,AG-611,17/11/2024,33500,4457.5,37957.5,0.27,12,69,170.81,3884.39,25,School fees,N,,settled
LN-501808,CL-109941,SF-PMB,AG-630,2024-11-28,50000,5175,55175,0.25,12,69,248.29,5561.35,27,Medical,N,,Settled
LN-501809,CL-115308,SF-BFN,AG-653,2024-11-03,50000,5175,55175,0.28,36,69,248.29,2599.52,4,Vehicle repair,Y,LN-500083,Active
LN-501810,CL-102457,SF-JHB,AG-604,2024-11-07,34500,4557.5,39057.5,0.28,12,69,175.76,4014.04,26,Debt consolidation,N,,Settled
LN-501811,CL-116829,SF-PLK,AG-656,2024-11-24,39000,5007.5,44007.5,0.27,24,69,198.03,2660.17,25,Home improvement,N,,Active
LN-501812,CL-107875,SF-DBN,AG-621,2024-11-22,10000,2107.5,12107.5,0.25,18,69,54.48,937.01,26,Home improvement,N,,settled
LN-501813,CL-110544,SF-CPT,AG-641,15/11/2024,17500,2857.5,20357.5,0.25,36,69,91.61,970.02,27,Medical,N,,Active
LN-501814,CL-106858,SF-DBN,AG-625,22/11/2024,45000,5175,50175,0.24,18,69,225.79,3641.57,12,Business,N,,Settled
LN-501815,CL-112292,SF-CPT,AG-639,2024-11-26,38000,4907.5,42907.5,0.28,6,69,193.08,8008.57,25,Other,N,,Settled
LN-501816,CL-107857,SF-DBN,AG-629,2024-11-28,8000,1907.5,9907.5,0.27,24,69,44.58,652.36,25,School fees,N,,Active
LN-501817,CL-101321,SF-JHB,AG-608,2024-11-09,50000,5175,55175,0.26,12,69,248.29,5588.16,3,Other,Y,LN-500669,Settled
LN-501818,CL-117774,SF-PLK,AG-657,2024-11-15,36000,4707.5,40707.5,0.27,18,69,183.18,3027.51,25,Business,N,,SETTLED
LN-501819,CL-112722,SF-CPT,AG-635,2024-11-15,31000,4207.5,"35,207.50",0.28,12,69,158.43,"3,625.17",9,School fees,N,,Settled
LN-501820,CL-113200,SF-GQE,AG-643,2024-11-04,33000,4407.5,"37,407.50",0.28,12,69,168.33,3847.38,26,Medical,N,,Settled
LN-501821,CL-101977,SF-JHB,AG-605,06/11/2024,50000,5175,55175,0.27,12,69,248.29,5615.05,27,Other,N,,Settled
LN-501822,CL-118318,SF-MAH,AG-659,12/11/2024,14500,2557.5,17057.5,0.27,12,69,76.76,1783.58,26,School fees,N,,Settled
LN-501823,CL-117648,SF-PLK,AG-655,2024-11-26,17500,2857.5,20357.5,0.25,24,69,91.61,"1,247.12",9,Vehicle repair,N,,Settled
LN-501824,CL-108235,SF-DBN,AG-627,2024-11-27,50000,5175,55175,0.26,12,69,248.29,5588.16,2,Debt consolidation,N,,Settled
LN-501825,CL-108640,SF-DBN,AG-628,2024-11-08,8000,1907.5,9907.5,,12,69,44.58,1064.88,4,Home improvement,N,,Written off
LN-501826,CL-101347,SF-JHB,AG-603,2024-11-02,16000,2707.5,18707.5,,12,69,84.18,1949.43,26,Other,N,,Settled
LN-501827,CL-113459,SF-GQE,AG-648,25/11/2024,27500,3857.5,31357.5,0.26,36,69,141.11,1473.52,10,Business,N,,Written off
LN-501828,CL-110417,SF-CPT,AG-639,2024-11-16,12000,2307.5,14307.5,0.26,12,69,64.38,1500.18,26,School fees,N,,Settled
LN-501829,CL-103664,SF-PTA,AG-615,2024-11-23,40500,5157.5,45657.5,0.26,18,69,205.46,3364.72,4,Other,N,,Settled
LN-501830,CL-102321,SF-JHB,AG-601,20/11/2024,26500,3757.5,30257.5,0.24,6,69,136.16,5606.9,25,Debt consolidation,N,,Settled
LN-501831,CL-101742,SF-JHB,AG-610,2024-11-13,50000,5175,55175,0.26,18,69,248.29,4051.73,27,Vehicle repair,N,,Settled
LN-501832,CL-107416,SF-DBN,AG-629,2024-11-05,50000,5175,55175,0.28,24,69,248.29,3345.76,3,Funeral,N,,Written off
LN-501833,CL-117825,SF-PLK,AG-656,24/11/2024,44000,5175,49175,0.26,12,69,221.29,4987.98,26,Medical,N,,Settled
LN-501834,CL-101710,SF-JHB,AG-611,12/11/2024,13500,2457.5,15957.5,0.28,18,69,71.81,1236.66,1,Other,N,,Settled
LN-501835,CL-109457,SF-PMB,AG-633,2024-11-07,11000,2207.5,13207.5,0.28,18,69,59.43,1035.43,25,Debt consolidation,N,,Settled
LN-501836,CL-100400,SF-JHB,AG-608,16/11/2024,29000,4007.5,33007.5,0.25,18,69,148.53,2435.37,26,Other,N,,Settled
LN-501837,CL-107813,SF-DBN,AG-621,2024-11-19,47000,5175,52175,0.28,12,69,234.79,5338.99,26,Other,N,,Settled
LN-501838,CL-117987,SF-MAH,AG-660,2024-11-14,16500,2757.5,19257.5,0.28,18,69,86.66,"1,478.13",26,Other,N,,Settled
LN-501839,CL-108205,SF-DBN,AG-628,2024-11-08,33500,4457.5,37957.5,0.27,18,69,170.81,2827.64,1,Debt consolidation,N,,Settled
LN-501840,CL-107722,SF-DBN,AG-621,2024-11-05,14500,2557.5,17057.5,,18,69,76.76,"1,317.15",4,Medical,N,,Settled
LN-501841,CL-100978,SF-JHB,AG-604,26/11/2024,13000,2407.5,15407.5,0.28,24,69,69.33,984.03,2,Business,N,,Settled
LN-501842,CL-115608,SF-BFN,AG-649,2024-11-17,30500,4157.5,34657.5,0.28,6,69,155.96,6482,25,Medical,N,,Settled
LN-501843,CL-101159,SF-JHB,AG-607,2024-11-09,50000,5175,55175,0.24,24,69,248.29,"3,234.45",27,Business,N,,Active
LN-501844,CL-110071,SF-PMB,AG-631,2024-11-08,15000,2607.5,17607.5,0.26,24,69,79.23,1096.83,27,School fees,N,,Active
LN-501845,CL-112367,SF-CPT,AG-641,2024-11-02,50000,5175,55175,0.28,36,69,248.29,2599.52,25,Debt consolidation,N,,Active
LN-501846,CL-105003,SF-PTA,AG-613,2024-11-10,50000,5175,55175,0.28,6,69,248.29,10278.54,3,Funeral,N,,Settled
LN-501847,CL-117188,SF-PLK,AG-654,2024-11-19,27000,3807.5,30807.5,0.27,24,69,138.63,1882.95,4,Medical,N,,ACTIVE
LN-501848,CL-101214,SF-JHB,AG-608,2024-11-07,21500,3257.5,24757.5,0.27,18,69,111.41,"1,868.31",4,Business,N,,Settled
LN-501849,CL-101951,SF-JHB,AG-606,16/11/2024,50000,5175,55175,,18,69,248.29,4106.31,25,Debt consolidation,N,,Settled
LN-501850,CL-113645,SF-GQE,AG-647,2024-11-16,32000,4307.5,36307.5,0.28,24,69,163.38,2225.25,26,Debt consolidation,N,,Written off
LN-501851,CL-112302,SF-CPT,AG-642,2024-11-26,18000,2907.5,20907.5,0.28,18,69,94.08,1598.86,3,Medical,N,,SETTLED
LN-501852,CL-116913,SF-PLK,AG-656,2024-11-20,10500,2157.5,12657.5,0.28,12,69,56.96,"1,347.48",26,School fees,N,,SETTLED
LN-501853,CL-105901,SF-PTA,AG-619,2024-11-18,17000,2807.5,19807.5,0.26,36,69,89.13,956.19,26,Home improvement,N,,Active
LN-501854,CL-116997,SF-PLK,AG-654,23/11/2024,30000,4107.5,34107.5,0.28,12,69,153.48,3514.06,27,Other,N,,Settled
LN-501855,CL-108760,SF-DBN,AG-626,2024-11-24,25500,3657.5,29157.5,0.28,24,69,131.21,1800.62,26,Home improvement,N,,Settled
LN-501856,CL-101627,SF-JHB,AG-605,26/11/2024,41500,5175,46675,0.27,6,69,210.04,8682.17,27,Vehicle repair,N,,Settled
LN-501857,CL-106841,SF-DBN,AG-625,2024-11-04,28000,3907.5,31907.5,0.28,18,69,143.58,2403.76,26,Other,N,,Settled
LN-501858,CL-109673,SF-PMB,AG-632,2024-11-01,15000,2607.5,17607.5,0.27,36,69,79.23,867.06,4,Other,N,,Active
LN-501859,CL-112679,SF-CPT,AG-641,2024-11-27,14000,2507.5,16507.5,0.27,18,69,74.28,1268.72,26,Debt consolidation,N,,Written off
LN-501860,CL-117152,SF-PLK,AG-656,2024-11-12,9000,2007.5,11007.5,0.25,12,69,49.53,1164.73,27,Other,N,,Settled
LN-501861,CL-106741,SF-DBN,AG-624,2024-11-07,20000,3107.5,23107.5,0.28,6,69,103.98,4344.8,2,Home improvement,N,,Settled
LN-501862,CL-118624,SF-MAH,AG-659,2024-11-26,50000,5175,55175,0.27,6,69,248.29,10250.72,20,Other,N,,Settled
LN-501863,CL-111090,SF-CPT,AG-640,2024-11-21,50000,5175,55175,0.27,12,69,248.29,5615.05,1,Medical,N,,Settled
LN-501864,CL-111191,SF-CPT,AG-636,2024-11-25,9500,2057.5,11557.5,0.25,12,69,52.01,1219.48,8,Debt consolidation,N,,Settled
LN-501865,CL-110918,SF-CPT,AG-641,2024-11-08,50000,5175,55175,0.28,24,69,248.29,3345.76,4,Debt consolidation,N,,Active
LN-501866,CL-104727,SF-PTA,AG-617,2024-11-07,26000,3707.5,29707.5,,18,69,133.68,2213.39,25,School fees,N,,Settled
LN-501867,CL-105651,SF-PTA,AG-613,2024-11-19,19000,3007.5,22007.5,0.27,18,69,99.03,1668.44,26,School fees,N,,Settled
LN-501868,CL-102742,SF-JHB,AG-609,2024-11-28,41500,5175,"46,675.00",0.26,24,69,210.04,2793.63,2,School fees,N,,Active
LN-501869,CL-115071,SF-BFN,AG-649,24/11/2024,41500,5175,46675,0.28,24,69,210.04,2840.96,26,Other,N,,Active
LN-501870,CL-115838,SF-BFN,AG-653,2024-11-07,18500,2957.5,21457.5,0.28,12,69,96.56,2236.34,26,Business,N,,Settled
LN-501871,CL-115130,SF-BFN,AG-652,01/11/2024,8000,1907.5,9907.5,0.27,6,69,44.58,1897.28,4,Other,N,,Settled
LN-501872,CL-108809,SF-DBN,AG-627,12/11/2024,32500,4357.5,36857.5,0.27,12,69,165.86,3773.82,14,Home improvement,N,,SETTLED
LN-501873,CL-102328,SF-JHB,AG-601,13/11/2024,24000,3507.5,27507.5,0.28,18,69,123.78,"2,081.80",26,Debt consolidation,N,,SETTLED
LN-501874,CL-101694,SF-JHB,AG-609,2024-11-25,39500,5057.5,44557.5,0.27,18,69,200.51,"3,307.31",6,Medical,N,,Settled
LN-501875,CL-115333,SF-BFN,AG-651,24/11/2024,17000,2807.5,19807.5,0.28,18,69,89.13,1518.37,27,Funeral,N,,SETTLED
LN-501876,CL-113023,SF-GQE,AG-645,2024-11-10,50000,5175,55175,,18,69,248.29,4078.96,26,School fees,N,,Settled
LN-501877,CL-108753,SF-DBN,AG-626,09/11/2024,25500,3657.5,29157.5,0.24,12,69,131.21,2957.33,4,Other,N,,Settled
LN-501878,CL-105593,SF-PTA,AG-614,2024-11-08,29500,4057.5,33557.5,0.26,24,69,151.01,"2,027.90",2,School fees,N,,Written off
LN-501879,CL-115357,SF-BFN,AG-649,2024-11-21,44000,5175,"49,175.00",0.26,12,69,221.29,"4,987.98",2,Medical,N,,Settled
LN-501880,CL-109641,SF-PMB,AG-632,2024-11-20,33500,4457.5,37957.5,0.26,36,69,170.81,1769.14,6,Home improvement,N,,Active
LN-501881,CL-105429,SF-PTA,AG-616,2024-11-14,50000,5175,"55,175.00",0.25,12,69,248.29,5561.35,4,Funeral,N,,Settled
LN-501882,CL-114239,SF-GQE,AG-644,2024-11-16,45500,5175,50675,0.26,36,69,228.04,2338.76,12,Home improvement,N,,Active
LN-501883,CL-118928,SF-MAH,AG-661,2024-11-10,12000,2307.5,"14,307.50",0.28,12,69,64.38,1514.14,25,Business,N,,Settled
LN-501884,CL-112111,SF-CPT,AG-640,2024-11-01,34500,4557.5,39057.5,0.27,24,69,175.76,2368.71,27,School fees,N,,Active
LN-501885,CL-113700,SF-GQE,AG-644,2024-11-08,50000,5175,"55,175.00",0.26,24,69,248.29,3289.82,2,Home improvement,N,,Active
LN-501886,CL-116988,SF-PLK,AG-656,2024-11-01,15000,2607.5,17607.5,0.25,24,69,79.23,1087.97,25,Funeral,N,,Written off
LN-501887,CL-101081,SF-JHB,AG-609,2024-11-08,13500,2457.5,15957.5,0.26,18,69,71.81,1220.87,26,Business,N,,Settled
LN-501888,CL-109435,SF-PMB,AG-631,2024-11-02,27000,3807.5,30807.5,0.26,12,69,138.63,3150.68,20,Other,N,,Written off
LN-501889,CL-118438,SF-MAH,AG-660,2024-11-23,7000,1807.5,"8,807.50",0.27,12,69,39.63,954.31,1,Other,N,,Settled
LN-501890,CL-112009,SF-CPT,AG-639,2024-11-25,30500,4157.5,34657.5,0.27,6,69,155.96,6464.52,25,Home improvement,N,,Settled
LN-501891,CL-102823,SF-JHB,AG-603,07/11/2024,41500,5175,46675,0.25,12,69,210.04,4715.23,25,Other,N,,Settled
LN-501892,CL-111514,SF-CPT,AG-635,06/11/2024,22000,3307.5,25307.5,0.26,24,69,113.88,1546.31,25,Other,N,,Active
LN-501893,CL-109497,SF-PMB,AG-634,2024-11-10,34500,4557.5,39057.5,0.27,24,69,175.76,2368.71,25,School fees,N,,Active
LN-501894,CL-103653,SF-PTA,AG-612,01/11/2024,33000,4407.5,37407.5,0.26,18,69,168.33,"2,769.20",26,Other,N,,Settled
LN-501895,CL-104560,SF-PTA,AG-613,26/11/2024,26500,3757.5,30257.5,0.27,36,69,136.16,"1,440.43",25,Home improvement,N,,Active
LN-501896,CL-104963,SF-PTA,AG-613,2024-11-15,16500,2757.5,19257.5,0.26,6,69,86.66,"3,612.98",27,Other,N,,Settled
LN-501897,CL-107734,SF-DBN,AG-622,2024-11-07,25500,3657.5,29157.5,0.26,36,69,131.21,1374.98,26,Funeral,N,,Active
LN-501898,CL-105967,SF-PTA,AG-619,2024-11-28,15000,2607.5,17607.5,0.26,12,69,79.23,1830.28,2,Debt consolidation,Y,LN-500541,Settled
LN-501899,CL-101937,SF-JHB,AG-601,2024-11-27,23500,3457.5,26957.5,0.27,12,69,121.31,2778.7,26,Home improvement,N,,Settled
LN-501900,CL-114787,SF-BFN,AG-652,2024-11-04,49000,5175,54175,0.28,6,69,243.79,10093.5,2,School fees,N,,SETTLED
LN-501901,CL-109241,SF-PMB,AG-634,15/11/2024,11500,2257.5,13757.5,0.28,36,69,61.91,699.97,6,Other,N,,Written off
LN-501902,CL-115504,SF-BFN,AG-649,2024-11-08,44500,5175,49675,0.25,12,69,223.54,5013.86,15,Home improvement,N,,Settled
LN-501903,CL-102871,SF-JHB,AG-601,2024-11-13,29000,4007.5,33007.5,0.26,18,69,148.53,2451.6,27,Medical,N,,Written off
LN-501904,CL-111683,SF-CPT,AG-637,2024-11-15,14000,2507.5,16507.5,0.28,6,69,74.28,"3,123.54",1,Business,N,,Settled
LN-501905,CL-106477,SF-DBN,AG-623,2024-11-06,40000,5107.5,45107.5,0.24,18,69,202.98,3280.75,1,Vehicle repair,N,,Settled
LN-501906,CL-108648,SF-DBN,AG-621,2024-11-09,39500,5057.5,44557.5,0.28,36,69,200.51,2112.57,25,Business,N,,Active
LN-501907,CL-105986,SF-PTA,AG-615,2024-11-20,14000,2507.5,16507.5,0.25,24,69,74.28,1024.31,27,Funeral,N,,Active
LN-501908,CL-110661,SF-CPT,AG-637,2024-11-23,36500,4757.5,41257.5,0.27,18,69,185.66,3067.48,3,Medical,N,,Settled
LN-501909,CL-117861,SF-MAH,AG-660,15/11/2024,27000,3807.5,30807.5,0.26,12,69,138.63,3150.68,2,Home improvement,N,,Settled
LN-501910,CL-111333,SF-CPT,AG-641,2024-11-10,21000,3207.5,24207.5,0.27,12,69,108.93,2502.27,14,Vehicle repair,N,,Settled
LN-501911,CL-104779,SF-PTA,AG-612,2024-11-21,23000,3407.5,26407.5,0.27,12,69,118.83,2723.41,3,Home improvement,N,,Settled
LN-501912,CL-105602,SF-PTA,AG-612,2024-11-28,31500,4257.5,"35,757.50",0.24,12,69,160.91,3611.12,27,Debt consolidation,N,,Settled
LN-501913,CL-110646,SF-CPT,AG-637,2024-11-15,34500,4557.5,39057.5,0.28,24,69,175.76,2388.57,25,Other,N,,Active
LN-501914,CL-117886,SF-MAH,AG-660,2024-11-18,14000,2507.5,16507.5,0.26,12,69,74.28,"1,720.25",3,Debt consolidation,N,,Settled
LN-501915,CL-105805,SF-PTA,AG-620,2024-11-10,50000,5175,55175,0.28,24,69,248.29,3345.76,17,Vehicle repair,N,,Settled
LN-501916,CL-110618,SF-CPT,AG-635,2024-11-05,45500,5175,50675,0.27,18,69,228.04,3751.92,27,Home improvement,N,,Settled
LN-501917,CL-118305,SF-MAH,AG-662,2024-11-04,26500,3757.5,30257.5,0.26,6,69,136.16,"5,637.33",3,Other,N,,Settled
LN-501918,CL-109628,SF-PMB,AG-631,2024-11-04,37000,4807.5,41807.5,0.26,18,69,188.13,3086.81,12,Home improvement,N,,Settled
LN-501919,CL-110035,SF-PMB,AG-633,2024-11-15,25000,3607.5,28607.5,0.28,18,69,128.73,2162.29,27,Vehicle repair,Y,LN-500035,Written off
LN-501920,CL-112031,SF-CPT,AG-638,2024-11-25,35000,4607.5,39607.5,0.26,18,69,178.23,2928.01,25,Debt consolidation,N,,Settled
LN-501921,CL-112174,SF-CPT,AG-640,2024-11-18,33000,4407.5,37407.5,0.26,18,69,168.33,2769.2,19,Vehicle repair,Y,LN-500491,Written off
LN-501922,CL-101258,SF-JHB,AG-610,2024-11-02,17000,2807.5,19807.5,0.27,18,69,89.13,1508.55,26,Business,N,,Settled
LN-501923,CL-118872,SF-MAH,AG-662,09/11/2024,44000,5175,49175,0.25,6,69,221.29,9094,5,Vehicle repair,N,,Settled
LN-501924,CL-115954,SF-BFN,AG-650,2024-11-27,31500,4257.5,35757.5,0.26,24,69,160.91,2156.33,25,Funeral,N,,Active
LN-501925,CL-107166,SF-DBN,AG-622,2024-11-11,23000,3407.5,26407.5,0.28,12,69,118.83,2736.32,26,Debt consolidation,N,,WRITTEN OFF
LN-501926,CL-116796,SF-PLK,AG-656,2024-11-19,11500,2257.5,13757.5,0.28,6,69,61.91,2614.68,26,Home improvement,N,,Settled
LN-501927,CL-111249,SF-CPT,AG-636,2024-11-23,24500,3557.5,28057.5,0.28,36,69,126.26,1355.82,25,Home improvement,N,,Written off
LN-501928,CL-108660,SF-DBN,AG-624,27/11/2024,44500,5175,49675,0.26,36,69,223.54,2293.97,5,Funeral,N,,Active
LN-501929,CL-103130,SF-JHB,AG-601,2024-11-26,17500,2857.5,20357.5,0.27,12,69,91.61,2115.28,25,Business,N,,Settled
LN-501930,CL-102808,SF-JHB,AG-611,2024-11-24,26500,3757.5,30257.5,0.26,6,69,136.16,5637.33,26,Home improvement,N,,SETTLED
LN-501931,CL-107217,SF-DBN,AG-621,2024-11-01,25500,3657.5,29157.5,0.27,6,69,131.21,5449.58,25,School fees,N,,Settled
LN-501932,CL-113980,SF-GQE,AG-648,2024-11-21,23000,3407.5,26407.5,0.27,12,69,118.83,"2,723.41",27,Home improvement,N,,Settled
LN-501933,CL-109361,SF-PMB,AG-631,2024-11-08,15500,2657.5,"18,157.50",0.26,24,69,81.71,1128.94,26,Business,N,,Active
LN-501934,CL-113007,SF-GQE,AG-648,2024-11-20,24000,3507.5,27507.5,0.26,12,69,123.78,2820.58,26,Other,N,,Settled
LN-501935,CL-111995,SF-CPT,AG-642,07/11/2024,50000,5175,55175,0.28,18,69,248.29,4106.31,2,Funeral,N,,Settled
LN-501936,CL-117139,SF-PLK,AG-658,2024-11-14,16000,2707.5,18707.5,0.25,24,69,84.18,1151.63,26,School fees,N,,Settled
LN-501937,CL-115488,SF-BFN,AG-650,2024-11-23,19000,3007.5,22007.5,,18,69,99.03,1668.44,5,Debt consolidation,N,,Settled
LN-501938,CL-103346,SF-JHB,AG-603,2024-11-02,21500,3257.5,24757.5,0.28,36,69,111.41,1204.47,27,Business,N,,Active
LN-501939,CL-113218,SF-GQE,AG-647,03/11/2024,18000,2907.5,20907.5,0.26,18,69,94.08,1578.18,8,School fees,N,,Written off
LN-501940,CL-118496,SF-MAH,AG-659,2024-11-13,38500,4957.5,"43,457.50",0.28,18,69,195.56,3248.91,3,Vehicle repair,N,,Written off
LN-501941,CL-116808,SF-PLK,AG-656,2024-11-01,50000,5175,55175,0.28,18,69,248.29,4106.31,26,Vehicle repair,N,,Settled
LN-501942,CL-101532,SF-JHB,AG-606,15/11/2024,28000,3907.5,31907.5,0.27,18,69,143.58,2387.95,2,Business,Y,LN-500093,Written off
LN-501943,CL-111899,SF-CPT,AG-642,21/11/2024,41500,5175,46675,0.26,12,69,210.04,4737.91,4,School fees,N,,Settled
LN-501944,CL-106324,SF-DBN,AG-626,2024-11-06,23000,3407.5,26407.5,0.27,24,69,118.83,1623.88,2,Home improvement,N,,Written off
LN-501945,CL-113168,SF-GQE,AG-643,2024-11-09,50000,5175,55175,0.26,36,69,248.29,2540.32,25,School fees,N,,Active
LN-501946,CL-118666,SF-MAH,AG-661,2024-11-06,16500,2757.5,19257.5,0.26,18,69,86.66,1459.07,3,Home improvement,N,,Settled
LN-501947,CL-114853,SF-BFN,AG-652,18/11/2024,34500,4557.5,39057.5,0.28,24,69,175.76,2388.57,2,Medical,N,,Active
LN-501948,CL-106070,SF-DBN,AG-626,2024-11-22,50000,5175,55175,0.28,12,69,248.29,5642.01,6,Home improvement,N,,Settled
LN-501949,CL-109052,SF-PMB,AG-633,2024-11-24,31500,4257.5,35757.5,0.28,12,69,160.91,"3,680.72",25,Funeral,N,,Settled
LN-501950,CL-111164,SF-CPT,AG-640,2024-11-24,23000,3407.5,26407.5,0.27,24,69,118.83,1623.88,27,Funeral,N,,Settled
LN-501951,CL-118153,SF-MAH,AG-661,04/11/2024,36500,4757.5,41257.5,0.25,24,69,185.66,2456.63,27,Vehicle repair,N,,Active
LN-501952,CL-118576,SF-MAH,AG-661,2024-11-11,28500,3957.5,32457.5,0.28,36,69,146.06,1557.62,26,School fees,N,,active
LN-501953,CL-106609,SF-DBN,AG-625,03/11/2024,50000,5175,55175,0.26,24,69,248.29,3289.82,27,Medical,N,,Settled
LN-501954,CL-113352,SF-GQE,AG-643,2024-11-06,31000,4207.5,35207.5,0.28,12,69,158.43,3625.17,27,School fees,N,,settled
LN-501955,CL-115420,SF-BFN,AG-653,22/11/2024,20500,3157.5,23657.5,0.27,18,69,106.46,1788.36,25,Home improvement,N,,Settled
LN-501956,CL-104804,SF-PTA,AG-619,2024-11-15,22000,3307.5,25307.5,0.27,6,69,113.88,4739.12,14,Debt consolidation,N,,Settled
LN-501957,CL-104098,SF-PTA,AG-619,2024-11-17,26000,3707.5,29707.5,0.27,18,69,133.68,2228.06,25,School fees,N,,Settled
LN-501958,CL-117771,SF-PLK,AG-657,2024-11-17,15500,2657.5,18157.5,0.26,18,69,81.71,"1,379.67",25,Business,N,,Settled
LN-501959,CL-107845,SF-DBN,AG-629,2024-11-18,23500,3457.5,26957.5,0.28,12,69,121.31,2791.87,4,Funeral,N,,Settled
LN-501960,CL-113628,SF-GQE,AG-644,2024-11-01,50000,5175,55175,0.24,18,69,248.29,3997.58,27,Medical,N,,Written off
LN-501961,CL-113795,SF-GQE,AG-646,2024-11-11,50000,5175,55175,0.28,24,69,248.29,3345.76,18,Funeral,N,,settled
LN-501962,CL-101089,SF-JHB,AG-601,2024-11-25,50000,5175,55175,0.27,36,69,248.29,2569.82,26,Vehicle repair,N,,Active
LN-501963,CL-114421,SF-GQE,AG-646,2024-11-15,22500,3357.5,25857.5,0.28,18,69,116.36,1961.07,27,Other,N,,Settled
LN-501964,CL-101900,SF-JHB,AG-609,2024-11-17,26500,3757.5,30257.5,0.26,36,69,136.16,1424.25,27,Vehicle repair,N,,Active
LN-501965,CL-100848,SF-JHB,AG-611,2024-11-01,50000,5175,55175,0.27,12,69,248.29,5615.05,4,Home improvement,N,,SETTLED
LN-501966,CL-101461,SF-JHB,AG-608,2024-11-22,13500,2457.5,15957.5,0.25,24,69,71.81,992.48,4,Debt consolidation,N,,ACTIVE
LN-501967,CL-117090,SF-PLK,AG-658,2024-11-22,19000,3007.5,22007.5,0.25,24,69,99.03,1342.61,27,Medical,N,,active
LN-501968,CL-110991,SF-CPT,AG-637,2024-11-05,35000,4607.5,"39,607.50",0.25,24,69,178.23,2361.15,26,Business,N,,ACTIVE
