assessment_id,loan_id,assessed_at,assessor_agent_id,declared_gross_income_zar,declared_net_income_zar,declared_expenses_zar,existing_obligations_zar,regulated_expense_norm_zar,disposable_income_zar,disposable_after_instalment_zar
AF-701092,LN-501092,2024-10-15,AG-624,11150,9950,2158,2215,1934.52,5577,2646.39
AF-701093,LN-501093,2024-10-17,AG-617,6100,5319,1556,2316,1578.63,1447,-22.92
AF-701094,LN-501094,2024-10-24,AG-661,29000,26109,3072,5159,3126.23,17878,14588.18
AF-701095,LN-501095,2024-10-15,AG-643,6150,5498,1493,3056,1582.51,949,159.95
AF-701096,LN-501096,2024-10-14,AG-608,10550,9542,2023,4600,1893.72,2919,-150.64
AF-701097,LN-501097,2024-10-13,AG-631,9600,8513,1683,2083,1829.12,4747,1956.76
AF-701098,LN-501098,2024-10-14,AG-640,6550,5686,1787,1042,1621.72,2857,120.68
AF-701099,LN-501099,2024-10-25,AG-613,10100,8559,2087,2614,1863.12,3858,2171.81
AF-701100,LN-501100,2024-10-05,AG-604,19750,17447,2382,5929,2519.32,"9,136.00",4510.85
AF-701101,LN-501101,2024-10-23,AG-613,5050,4310,1413,1806,1497.26,1091,-1367.55
AF-701102,LN-501102,2024-10-21,AG-608,12950,10647,2099,2105,2056.92,"6,443.00",800.99
AF-701103,LN-501103,2024-10-19,AG-605,9650,8117,2020,3136,1832.52,"2,961.00",-3317.46
AF-701104,LN-501104,2024-10-22,AG-637,8000,6807,1629,1465,1720.32,3713,866.54
AF-701105,LN-501105,2024-10-21,AG-661,10850,9532,2048,4971,1914.12,2513,-71.55
AF-701106,LN-501106,2024-10-21,AG-612,16650,15072,2556,506,2308.52,12010,6421.84
AF-701107,LN-501107,2024-10-04,AG-623,17200,14443,2366,4986,2345.92,7091,2984.69
AF-701108,LN-501108,2024-10-02,AG-640,6200,5409,1510,1086,1586.38,2813,2099.53
AF-701109,LN-501109,2024-10-03,AG-610,8650,7261,1880,1475,1764.52,3906,280.83
AF-701110,LN-501110,2024-10-07,AG-624,13200,11695,2284,5353,2073.92,4058,2264.23
AF-701111,LN-501111,2024-10-17,AG-624,6300,5490,1691,691,1604.72,3108,709.62
AF-701112,LN-501112,2024-10-12,AG-609,7500,6851,1697,1658,1686.32,3496,15.22
AF-701113,LN-501113,2024-10-25,AG-650,14650,12776,2114,2194,2172.52,8468,5659.09
AF-701114,LN-501114,2024-10-17,AG-655,11950,10933,2201,2852,1988.92,5880,2415.8
AF-701115,LN-501115,2024-10-23,AG-639,20100,17914,2373,9799,2543.12,5742,1635.69
AF-701116,LN-501116,2024-10-23,AG-640,7850,6723,1679,125,1710.12,4919,2914.29
AF-701117,LN-501117,2024-09-30,AG-622,11800,10855,1885,3206,1978.72,5764,3805.43
AF-701118,LN-501118,2024-10-22,AG-616,10200,8393,1754,1607,1869.92,5032,2436.6
AF-701119,LN-501119,2024-10-20,AG-618,5800,5254,1494,1358,1555.38,2402,625.32
AF-701120,LN-501120,2024-10-25,AG-620,17350,14364,2544,4450,2356.12,7370,1754.95
AF-701121,LN-501121,2024-10-07,AG-615,13250,11013,1927,0,2077.32,"9,086.00",4865.71
AF-701122,LN-501122,2024-10-06,AG-652,16750,14750,2298,1181,2315.32,11271,7508.01
AF-701123,LN-501123,2024-10-21,AG-657,35350,30707,3947,8372,3565.02,"18,388.00",8349.11
AF-701124,LN-501124,2024-09-29,AG-634,5600,4854,1717,658,1539.88,2479,829.26
AF-701125,LN-501125,2024-10-13,AG-630,15700,14120,2275,6032,2243.92,5813,1617.01
AF-701126,LN-501126,2024-10-18,AG-621,10750,9489,1951,1857,1907.32,5681,4023.52
AF-701127,LN-501127,2024-10-21,AG-648,16250,14781,2513,6951,2281.32,5317,1319.42
AF-701128,LN-501128,2024-10-07,AG-645,4200,3728,1494,2060,1431.38,174,-2332.25
AF-701129,LN-501129,2024-10-15,AG-621,21200,18772,2871,8766,2617.92,7135,3872.94
AF-701130,LN-501130,2024-10-11,AG-624,8700,7243,1726,1184,1767.92,4333,3283.64
AF-701131,LN-501131,2024-10-25,AG-626,10600,9084,2098,62,1897.12,6924,-575.72
AF-701132,LN-501132,2024-10-26,AG-604,10600,9221,1872,4105,1897.12,3244,1149.41
AF-701133,LN-501133,2024-10-05,AG-602,13950,11979,2283,6074,2124.92,3622,332.18
AF-701134,LN-501134,2024-10-24,AG-619,6400,5583,1559,1440,1611.52,2584,1996.41
AF-701135,LN-501135,2024-10-09,AG-662,9150,8404,1746,2239,1798.52,4419,3507.57
AF-701136,LN-501136,2024-10-05,AG-612,6700,5757,1784,0,1631.92,3973,1663.64
AF-701137,LN-501137,2024-10-26,AG-617,8850,7775,1647,1401,1778.12,4727,2513.61
AF-701138,LN-501138,2024-09-28,AG-652,9100,8159,1658,1767,1795.12,4734,2108.79
AF-701139,LN-501139,2024-10-13,AG-640,10050,9193,1955,0,1859.72,"7,238.00",4637.49
AF-701140,LN-501140,2024-09-30,AG-635,9750,8676,1794,5443,1839.32,1439,-1422.96
AF-701141,LN-501141,2024-10-08,AG-655,26000,22660,2953,12079,2918.93,7628,3669.51
AF-701142,LN-501142,2024-10-06,AG-656,17150,14136,2521,5387,2342.52,6228,4216.98
AF-701143,LN-501143,2024-10-05,AG-650,17050,14233,2514,4497,2335.72,7222,5235.56
AF-701144,LN-501144,2024-10-07,AG-656,30050,25732,3517,9235,3198.79,12980,9717.94
AF-701145,LN-501145,2024-10-13,AG-628,5650,4828,1708,1808,1543.76,1312,-194.65
AF-701146,LN-501146,2024-10-03,AG-619,16750,14675,2274,8372,2315.32,4029,1081.44
AF-701147,LN-501147,2024-10-28,AG-656,32350,28038,3402,11438,3357.71,13198,9852.24
AF-701148,LN-501148,2024-10-06,AG-601,15900,14258,2291,7322,2257.52,4645,2228.93
AF-701149,LN-501149,2024-10-13,AG-612,13000,11038,2050,227,2060.32,8761,5318.89
AF-701150,LN-501150,2024-10-25,AG-626,16400,13575,2214,1124,2291.52,10237,6891.24
AF-701151,LN-501151,2024-10-19,AG-606,7300,6157,1729,751,1672.72,3677,1768.72
AF-701152,LN-501152,2024-10-11,AG-649,5850,5236,1496,537,1559.26,3203,822.55
AF-701153,LN-501153,2024-10-07,AG-618,6550,5705,1636,608,1621.72,3461,1069.29
AF-701154,LN-501154,2024-10-10,AG-628,9800,8200,1949,2286,1842.72,3965,2524.57
AF-701155,LN-501155,2024-10-20,AG-622,10400,9383,2093,5723,1883.52,"1,567.00",-1943.35
AF-701156,LN-501156,2024-10-25,AG-641,29200,24137,2894,17235,3140.05,4008,216.17
AF-701157,LN-501157,2024-10-26,AG-616,9550,8754,1697,2914,1825.72,4143,2521.67
AF-701158,LN-501158,2024-10-05,AG-634,11850,10197,2037,5053,1982.12,3107,1541.93
AF-701159,LN-501159,2024-10-13,AG-658,22250,19459,2488,7530,2689.32,9441,6123.28
AF-701160,LN-501160,2024-10-15,AG-653,32900,27860,3510,7411,3395.72,16939,11296.99
AF-701161,LN-501161,2024-10-16,AG-620,11200,9475,2061,5005,1937.92,2409,47.85
AF-701162,LN-501162,2024-10-23,AG-604,4350,3627,1526,1576,1443.01,525,-1479.71
AF-701163,LN-501163,2024-09-30,AG-608,5850,5375,1582,685,1559.26,3108,1993.32
AF-701164,LN-501164,2024-10-18,AG-654,10050,8567,1850,4487,1859.72,2230,612.28
AF-701165,LN-501165,2024-10-16,AG-635,43650,40023,3978,9650,4138.55,26395,20752.99
AF-701166,LN-501166,2024-10-02,AG-625,7250,6388,1624,2679,1669.32,2085,57.1
AF-701167,LN-501167,2024-10-24,AG-639,9400,8579,1790,1015,1815.52,5774,3418.1
AF-701168,LN-501168,2024-10-12,AG-606,29800,26742,3066,0,3181.51,23676,19651.4
AF-701169,LN-501169,2024-10-20,AG-661,15700,14386,2422,0,2243.92,11964,6375.84
AF-701170,LN-501170,2024-10-10,AG-640,62000,55525,5981,0,5376.12,49544,43901.99
AF-701171,LN-501171,2024-09-30,AG-642,8050,7381,1701,547,1723.72,5133,1396.73
AF-701172,LN-501172,2024-10-02,AG-644,15200,13906,2426,5136,2209.92,6344,301.81
AF-701173,LN-501173,2024-09-28,AG-631,12300,10091,2108,5981,2012.72,2002,-2123.15
AF-701174,LN-501174,2024-10-19,AG-656,16450,13770,2529,1961,2294.92,9280,4426.35
AF-701175,LN-501175,2024-10-19,AG-652,23200,19550,2615,4323,2753.92,12612,6969.99
AF-701176,LN-501176,2024-10-03,AG-645,16700,13886,2419,4280,2311.92,7187,4646.68
AF-701177,LN-501177,2024-10-22,AG-619,16050,13436,2156,7923,2267.72,"3,357.00",-2285.01
AF-701178,LN-501178,2024-10-09,AG-639,8000,6678,1741,0,1720.32,4937,2811.77
AF-701179,LN-501179,2024-10-16,AG-656,11600,9844,2111,3839,1965.12,3894,2305.5
AF-701180,LN-501180,2024-10-22,AG-634,11050,9393,1831,3869,1927.72,3693,652.35
AF-701181,LN-501181,2024-10-21,AG-655,5800,5004,1529,3305,1555.38,170,-1733.02
AF-701182,LN-501182,2024-10-20,AG-630,14650,12132,2192,2557,2172.52,7383,4385.06
AF-701183,LN-501183,2024-10-06,AG-616,10500,9052,1855,0,1890.32,7197,2725.92
AF-701184,LN-501184,2024-10-13,AG-608,14300,11955,2025,4195,2148.72,5735,-4543.54
AF-701185,LN-501185,2024-10-22,AG-658,13800,11539,2159,5536,2114.72,3844,2446.36
AF-701186,LN-501186,2024-10-03,AG-655,20550,17919,2755,2896,2573.72,12268,7941.33
AF-701187,LN-501187,2024-10-14,AG-604,4600,3894,1390,1862,1462.38,642,-1052.29
AF-701188,LN-501188,2024-10-23,AG-656,16700,15165,2538,0,2311.92,12627,10056.3
AF-701189,LN-501189,2024-10-26,AG-620,7000,6365,1763,2918,1652.32,1684,409.77
AF-701190,LN-501190,2024-10-07,AG-645,10250,9052,1913,2499,1873.32,4640,2644.2
AF-701191,LN-501191,2024-10-25,AG-625,14950,12505,2092,5337,2192.92,5076,3380.76
AF-701192,LN-501192,2024-10-03,AG-602,17550,15991,2509,2786,2369.72,10696,5053.99
AF-701193,LN-501193,2024-10-09,AG-651,16700,14841,2545,6781,2311.92,"5,515.00",1354.19
AF-701194,LN-501194,2024-10-09,AG-641,27650,22931,2940,14431,3032.95,"5,560.00",1709.79
AF-701195,LN-501195,2024-10-04,AG-637,8100,6958,1739,1716,1727.12,3503,1754.61
AF-701196,LN-501196,2024-10-09,AG-627,5000,4429,1413,0,1493.38,3016,1342.99
AF-701197,LN-501197,2024-10-15,AG-661,18050,15877,2615,4760,2403.72,8502,6538.07
AF-701198,LN-501198,2024-10-18,AG-607,7750,6396,1700,1274,1703.32,3422,1417.29
AF-701199,LN-501199,2024-10-19,AG-613,48300,40437,4839,7241,4459.86,28357,22795.65
AF-701200,LN-501200,2024-10-06,AG-613,4200,3817,1390,1561,1431.38,866,-349.29
AF-701201,LN-501201,2024-09-29,AG-601,4200,3530,1595,1077,1431.38,858,-1742.81
AF-701202,LN-501202,2024-10-20,AG-656,10750,9496,1949,2101,1907.32,5446,-1120.01
AF-701203,LN-501203,2024-10-02,AG-653,5400,4743,1705,1067,1524.38,1971,1245.81
AF-701204,LN-501204,2024-10-10,AG-634,9000,8020,1756,3264,1788.32,3000,1713.52
AF-701205,LN-501205,2024-10-08,AG-647,11850,10536,1990,2747,1982.12,5799,4316.9
AF-701206,LN-501206,2024-10-06,AG-616,15050,13197,2463,3592,2199.72,7142,3852.18
AF-701207,LN-501207,2024-09-29,AG-659,6550,5902,1757,3420,1621.72,725,-436.04
AF-701208,LN-501208,2024-10-07,AG-603,14150,11906,2121,5790,2138.52,3995,821.93
AF-701209,LN-501209,2024-10-18,AG-613,14000,12378,2328,6086,2128.32,3964,964.16
AF-701210,LN-501210,2024-10-16,AG-609,8900,7424,1785,2086,1781.52,3553,2062.71
AF-701211,LN-501211,2024-10-14,AG-640,19350,17507,2335,8560,2492.12,6612,2966.17
AF-701212,LN-501212,2024-10-16,AG-656,6250,5743,1479,1139,1590.26,3125,788.58
AF-701213,LN-501213,2024-10-26,AG-615,11800,10475,2078,5396,1978.72,3001,1760
AF-701214,LN-501214,2024-10-17,AG-631,14750,13540,2010,6143,2179.32,5387,1356.06
AF-701215,LN-501215,2024-10-01,AG-610,11100,9541,2105,1988,1931.12,5448,3925.21
AF-701216,LN-501216,2024-10-25,AG-639,11950,10631,2090,2202,1988.92,"6,339.00",3457.81
AF-701217,LN-501217,2024-10-18,AG-635,9350,7961,1829,3460,1812.12,2672,1806.83
AF-701218,LN-501218,2024-10-26,AG-608,26650,23848,2996,7857,2963.85,12995,8943.27
AF-701219,LN-501219,2024-10-02,AG-616,4750,4033,1439,2353,1474.01,241,-2958.53
AF-701220,LN-501220,2024-10-21,AG-607,25900,22860,2765,774,2912.02,19321,15242.04
AF-701221,LN-501221,2024-10-04,AG-605,16500,13545,2440,6215,2298.32,4890,-752.01
AF-701222,LN-501222,2024-10-21,AG-647,8100,6781,1792,1425,1727.12,3564,2558.54
AF-701223,LN-501223,2024-10-16,AG-635,18250,16418,2369,5972,2417.32,8077,3998.04
AF-701224,LN-501224,2024-10-17,AG-606,19750,17454,2519,4125,2519.32,10810,8407
AF-701225,LN-501225,2024-10-10,AG-615,6650,5963,1591,1695,1628.52,2677,1722.69
AF-701226,LN-501226,2024-10-06,AG-662,7300,6143,1626,1839,1672.72,2678,608.32
AF-701227,LN-501227,2024-10-23,AG-616,8800,7585,1768,833,1774.72,4984,1338.17
AF-701228,LN-501228,2024-10-19,AG-662,12450,11106,2000,5740,2022.92,3366,1140.75
AF-701229,LN-501229,2024-10-19,AG-649,10350,8797,2060,2582,1880.12,4155,2649.44
AF-701230,LN-501230,2024-10-22,AG-615,25150,22568,3091,10908,2860.2,8569,4462.69
AF-701231,LN-501231,2024-10-17,AG-649,20350,17714,2780,4827,2560.12,10107,6844.94
AF-701232,LN-501232,2024-10-02,AG-632,10950,9764,1969,1304,1920.92,6491,3497.12
AF-701233,LN-501233,2024-10-28,AG-650,10850,8939,2009,6117,1914.12,813,-2395.66
AF-701234,LN-501234,2024-10-01,AG-660,7500,6381,1678,2445,1686.32,2258,-1256.06
AF-701235,LN-501235,2024-10-22,AG-626,8300,7423,1750,206,1740.72,5467,4175.07
AF-701236,LN-501236,2024-10-15,AG-628,15150,13299,2184,5952,2206.52,5163,3745.11
AF-701237,LN-501237,2024-10-15,AG-654,16650,14333,2479,5617,2308.52,6237,4130.49
AF-701238,LN-501238,2024-10-22,AG-633,13100,10934,2098,2380,2067.12,6456,-3766.92
AF-701239,LN-501239,2024-10-06,AG-653,11000,9203,1927,1187,1924.32,6089,4322.02
AF-701240,LN-501240,2024-10-11,AG-617,11950,10984,1858,1483,1988.92,7643,2629.14
AF-701241,LN-501241,2024-10-17,AG-610,10800,9224,1833,1800,1910.72,5591,3865.38
AF-701242,LN-501242,2024-10-22,AG-654,14000,12586,1998,4508,2128.32,6080,491.84
AF-701243,LN-501243,2024-10-21,AG-651,6350,5593,1481,1321,1608.12,2791,2210.47
AF-701244,LN-501244,2024-10-12,AG-656,6050,5148,1478,1776,1574.76,1894,432.04
AF-701245,LN-501245,2024-10-26,AG-620,9050,8199,1889,3595,1791.72,2715,2097.22
AF-701246,LN-501246,2024-10-19,AG-625,8500,7812,1691,1323,1754.32,4798,2386.1
AF-701247,LN-501247,2024-10-25,AG-614,19450,17518,2608,2628,2498.92,12282,2003.46
AF-701248,LN-501248,2024-09-30,AG-603,25100,22040,2854,8475,2856.74,"10,711.00",9279.51
AF-701249,LN-501249,2024-09-29,AG-636,10050,8786,1795,2320,1859.72,4671,3047.12
AF-701250,LN-501250,2024-10-21,AG-658,14500,12843,2410,3184,2162.32,7249,3737.24
AF-701251,LN-501251,2024-10-20,AG-615,6350,5755,1745,894,1608.12,3116,2592.61
AF-701252,LN-501252,2024-10-03,AG-637,4700,3946,1630,1129,1470.13,1187,-206.42
AF-701253,LN-501253,2024-10-07,AG-657,4200,3602,1459,1162,1431.38,981,32.06
AF-701254,LN-501254,2024-10-20,AG-626,17700,15085,2633,8352,2379.92,4100,1047.24
AF-701255,LN-501255,2024-10-08,AG-649,4250,3862,1490,675,1435.26,1697,853.26
AF-701256,LN-501256,2024-10-14,AG-659,7800,6497,1861,3032,1706.72,1604,433.92
AF-701257,LN-501257,2024-09-28,AG-656,16500,13816,2120,1215,2298.32,10481,8190.42
AF-701258,LN-501258,2024-10-28,AG-652,6400,5260,1704,2922,1611.52,634,-839.98
AF-701259,LN-501259,2024-10-08,AG-659,11450,9659,2136,1321,1954.92,6202,5459.58
AF-701260,LN-501260,2024-10-16,AG-619,19400,16485,2403,3204,2495.52,10878,6902.07
AF-701261,LN-501261,2024-10-15,AG-647,20150,18220,2433,5196,2546.52,10591,6512.04
AF-701262,LN-501262,2024-10-20,AG-609,13050,10903,2271,7008,2063.72,1624,-3012.13
AF-701263,LN-501263,2024-10-20,AG-610,6450,5647,1570,2961,1614.92,1116,-1220.42
AF-701264,LN-501264,2024-10-16,AG-620,21950,20018,2496,5522,2668.92,12000,8654.24
AF-701265,LN-501265,2024-10-05,AG-617,4550,3743,1485,1287,1458.51,971,-1005.64
AF-701266,LN-501266,2024-10-27,AG-631,16700,14840,2351,4117,2311.92,8372,2093.54
AF-701267,LN-501267,2024-09-30,AG-634,14450,12769,2389,5803,2158.92,4577,1798.3
AF-701268,LN-501268,2024-10-01,AG-621,8700,7176,1872,2529,1767.92,2775,825.57
AF-701269,LN-501269,2024-10-13,AG-610,7350,6058,1835,1790,1676.12,2433,1954.77
AF-701270,LN-501270,2024-10-14,AG-603,9050,7826,1986,2602,1791.72,3238,307.39
AF-701271,LN-501271,2024-10-19,AG-638,4600,3820,1556,1585,1462.38,679,-1602.14
AF-701272,LN-501272,2024-10-07,AG-606,20900,19156,2871,5385,2597.52,10900,7199.16
AF-701273,LN-501273,2024-10-02,AG-622,6300,5171,1511,2150,1604.72,1510,-358.31
AF-701274,LN-501274,2024-10-10,AG-616,9700,8084,1947,6208,1835.92,-71,-1175
AF-701275,LN-501275,2024-10-11,AG-622,28500,25854,3306,13931,3091.68,"8,617.00",5327.18
AF-701276,LN-501276,2024-10-24,AG-619,20150,18110,2793,472,2546.52,14845,10814.06
AF-701277,LN-501277,2024-10-03,AG-633,10700,9824,2106,5336,1903.92,2382,1211.5
AF-701278,LN-501278,2024-10-05,AG-641,16000,14176,2408,6252,2264.32,"5,516.00",2572.23
AF-701279,LN-501279,2024-10-10,AG-621,7100,6164,1701,1891,1659.12,2572,570.69
AF-701280,LN-501280,2024-10-08,AG-652,7150,5980,1645,2630,1662.52,1705,-1197.98
AF-701281,LN-501281,2024-10-27,AG-658,5700,5026,1461,3212,1547.63,353,-1075.61
AF-701282,LN-501282,2024-10-05,AG-638,18200,16033,2675,867,2413.92,12491,11313.1
AF-701283,LN-501283,2024-10-26,AG-624,19000,15757,2335,6119,2468.32,7303,3359.55
AF-701284,LN-501284,2024-10-03,AG-660,22650,18719,2754,3379,2716.52,12586,2363.08
AF-701285,LN-501285,2024-10-22,AG-613,14550,13182,2059,3066,2165.72,"8,057.00",6504.53
AF-701286,LN-501286,2024-10-21,AG-640,12850,10606,2183,6545,2050.12,1878,-997.6
AF-701287,LN-501287,2024-10-27,AG-657,16250,14681,2162,7508,2281.32,5011,3808.46
AF-701288,LN-501288,2024-10-08,AG-630,11450,10456,1992,3242,1954.92,5222,1894.92
AF-701289,LN-501289,2024-10-04,AG-653,17900,16216,2234,5624,2393.52,8358,5040.28
AF-701290,LN-501290,2024-10-05,AG-622,14100,12596,2268,4680,2135.12,5648,2955.44
AF-701291,LN-501291,2024-10-13,AG-653,17750,16248,2452,3356,2383.32,10440,7481.47
AF-701292,LN-501292,2024-10-06,AG-637,20850,18140,2864,4729,2594.12,10547,7759.33
AF-701293,LN-501293,2024-10-13,AG-628,12900,11304,2171,6899,2053.52,2234,-82.86
AF-701294,LN-501294,2024-10-08,AG-650,6250,5539,1555,1690,1590.26,2294,962.41
AF-701295,LN-501295,2024-10-14,AG-655,14950,12891,2420,5226,2192.92,5245,3729.79
AF-701296,LN-501296,2024-10-26,AG-621,16950,14185,2534,5198,2328.92,6453,3347.31
AF-701297,LN-501297,2024-10-12,AG-657,11550,10236,1962,4001,1961.72,4273,2211.07
AF-701298,LN-501298,2024-10-25,AG-631,15150,13875,2267,5080,2206.52,6528,4371.04
AF-701299,LN-501299,2024-10-09,AG-627,18000,16477,2678,5494,2400.32,8305,4987.28
AF-701300,LN-501300,2024-10-07,AG-605,15700,12890,2498,6425,2243.92,3967,1433.53
AF-701301,LN-501301,2024-10-14,AG-625,16700,15105,2347,5183,2311.92,7575,3541.86
AF-701302,LN-501302,2024-10-12,AG-660,23150,20393,2929,4811,2750.52,12653,8574.04
AF-701303,LN-501303,2024-09-30,AG-658,29100,23971,3502,7918,3133.14,12551,8472.04
AF-701304,LN-501304,2024-10-23,AG-602,9150,8295,1985,3697,1798.52,2613,1530.98
AF-701305,LN-501305,2024-10-17,AG-656,18150,16216,2640,7281,2410.52,"6,295.00",652.99
AF-701306,LN-501306,2024-10-06,AG-622,4200,3605,1541,2049,1431.38,15,-708.54
AF-701307,LN-501307,2024-10-19,AG-636,19300,16618,2761,7620,2488.72,6237,-4013.72
AF-701308,LN-501308,2024-10-15,AG-656,16250,14353,2543,0,2281.32,11810,6248.65
AF-701309,LN-501309,2024-10-06,AG-626,20800,18509,2693,8407,2590.72,7409,4884.51
AF-701310,LN-501310,2024-10-22,AG-633,17300,14952,2626,5375,2352.72,6951,3605.24
AF-701311,LN-501311,2024-10-07,AG-606,10850,9750,1910,3763,1914.12,4077,2384.27
AF-701312,LN-501312,2024-10-28,AG-621,9550,8114,1742,2602,1825.72,3770,2392.67
AF-701313,LN-501313,2024-10-22,AG-638,11150,9206,2051,2049,1934.52,5106,869.75
AF-701314,LN-501314,2024-09-28,AG-619,30800,26409,3252,11169,3250.61,11988,1765.08
AF-701315,LN-501315,2024-10-16,AG-662,8750,7640,1694,2047,1771.32,3899,-1565.28
AF-701316,LN-501316,2024-10-23,AG-635,13450,11736,2169,5637,2090.92,"3,930.00",-2433.03
AF-701317,LN-501317,2024-10-19,AG-613,18050,14958,2286,7818,2403.72,4854,3339.79
AF-701318,LN-501318,2024-10-26,AG-631,15850,13950,2130,3014,2254.12,8806,6108.29
AF-701319,LN-501319,2024-10-26,AG-654,17700,16274,2234,8522,2379.92,5518,2172.24
AF-701320,LN-501320,2024-10-03,AG-656,18750,17041,2609,1372,2451.32,13060,10460.48
AF-701321,LN-501321,2024-10-01,AG-615,11000,9302,1876,779,1924.32,6647,2175.92
AF-701322,LN-501322,2024-10-12,AG-657,18700,17010,2725,10526,2447.92,3759,1923.73
AF-701323,LN-501323,2024-10-15,AG-632,14450,11975,2061,6116,2158.92,3798,134.75
AF-701324,LN-501324,2024-10-20,AG-603,9350,8537,1912,369,1812.12,6256,4027.94
AF-701325,LN-501325,2024-10-16,AG-602,39700,33561,3648,6180,3865.6,"23,733.00",18090.99
AF-701326,LN-501326,2024-10-04,AG-655,10000,8266,2068,2656,1856.32,3542,-5232.44
AF-701327,LN-501327,2024-10-01,AG-610,14850,12974,2316,6841,2186.12,3817,1326.52
AF-701328,LN-501328,2024-10-10,AG-616,27450,24597,3025,5236,3019.13,"16,336.00",10747.84
AF-701329,LN-501329,2024-10-17,AG-602,17300,14453,2383,3260,2352.72,8810,5464.24
AF-701330,LN-501330,2024-10-05,AG-652,6550,5817,1691,1642,1621.72,2484,860.12
AF-701331,LN-501331,2024-10-06,AG-620,20550,17158,2825,8030,2573.72,"6,303.00",2750.32
AF-701332,LN-501332,2024-10-15,AG-609,9300,8174,1780,0,1808.72,"6,394.00",2935.49
AF-701333,LN-501333,2024-10-05,AG-616,9300,8450,2001,369,1808.72,6080,4793.99
AF-701334,LN-501334,2024-10-15,AG-601,30250,26249,3281,7321,3212.61,"15,647.00",11568.04
AF-701335,LN-501335,2024-10-12,AG-629,16100,14258,2094,3006,2271.12,9158,7409.61
AF-701336,LN-501336,2024-10-17,AG-640,9300,7895,1823,2851,1808.72,"3,221.00",-1694.52
AF-701337,LN-501337,2024-09-28,AG-607,6450,5499,1778,920,1614.92,2801,1017.42
AF-701338,LN-501338,2024-10-11,AG-654,5650,5089,1720,1897,1543.76,1472,34.12
AF-701339,LN-501339,2024-10-12,AG-635,20350,17175,2599,3366,2560.12,11210,5567.99
AF-701340,LN-501340,2024-10-05,AG-626,9900,8289,1772,3480,1849.52,"3,037.00",848.57
AF-701341,LN-501341,2024-10-09,AG-614,6600,5585,1579,2555,1625.12,1451,766.26
AF-701342,LN-501342,2024-10-09,AG-624,7200,6044,1837,3751,1665.92,456,-1876.49
AF-701343,LN-501343,2024-10-23,AG-645,8200,7337,1776,250,1733.92,5311,4362.06
AF-701344,LN-501344,2024-10-22,AG-659,17450,14592,2611,6693,2362.92,5288,1998.18
AF-701345,LN-501345,2024-10-03,AG-636,16900,13950,2570,6662,2325.52,4718,1372.24
AF-701346,LN-501346,2024-10-16,AG-607,5400,4914,1693,882,1524.38,2339,1145.85
AF-701347,LN-501347,2024-10-18,AG-631,5200,4314,1592,1477,1508.88,1245,-33
AF-701348,LN-501348,2024-10-24,AG-633,10600,8861,2117,3862,1897.12,2882,1953.17
AF-701349,LN-501349,2024-10-22,AG-618,15050,12671,2365,6730,2199.72,3576,-1411.98
AF-701350,LN-501350,2024-10-24,AG-605,14750,13113,2026,5321,2179.32,5766,4055.76
AF-701351,LN-501351,2024-10-22,AG-631,19750,18036,2409,333,2519.32,"15,294.00",11948.24
AF-701352,LN-501352,2024-10-07,AG-645,10500,9639,1951,1492,1890.32,6196,5012.54
AF-701353,LN-501353,2024-10-04,AG-644,6200,5302,1579,2187,1586.38,1536,721.72
AF-701354,LN-501354,2024-10-08,AG-621,9400,8361,1784,1268,1815.52,5309,2063.79
AF-701355,LN-501355,2024-10-03,AG-622,8050,7101,1721,2228,1723.72,"3,152.00",-1056.94
AF-701356,LN-501356,2024-10-04,AG-632,12600,11465,2239,6160,2033.12,3066,1927.88
AF-701357,LN-501357,2024-10-17,AG-635,10450,8968,1829,3176,1886.92,3963,-695.37
AF-701358,LN-501358,2024-10-01,AG-605,15050,13590,2095,2775,2199.72,8720,5019.16
AF-701359,LN-501359,2024-10-15,AG-616,10850,9064,1794,1486,1914.12,5784,2381.93
AF-701360,LN-501360,2024-10-09,AG-608,14050,12713,2198,1252,2131.72,"9,263.00",-249.58
AF-701361,LN-501361,2024-10-21,AG-642,6100,5395,1609,861,1578.63,2925,1398.27
AF-701362,LN-501362,2024-10-17,AG-640,9250,8334,1940,1501,1805.32,4893,3447.84
AF-701363,LN-501363,2024-10-22,AG-601,9450,8463,1924,4512,1818.92,2027,334.27
AF-701364,LN-501364,2024-10-03,AG-602,10900,9532,1787,4980,1917.52,2765,-637.07
AF-701365,LN-501365,2024-10-08,AG-629,13950,12462,1976,6343,2124.92,4143,2085.66
AF-701366,LN-501366,2024-10-21,AG-614,5400,4435,1577,178,1524.38,"2,680.00",1957.28
AF-701367,LN-501367,2024-10-05,AG-640,11150,9286,2124,0,1934.52,7162,5464.72
AF-701368,LN-501368,2024-10-06,AG-629,9600,8764,1965,2681,1829.12,4118,2649.42
AF-701369,LN-501369,2024-10-19,AG-633,18200,15061,2270,4238,2413.92,8553,5594.47
