activity_id,loan_id,activity_date,channel,outcome,cost_zar,arrears_bucket_at_time
CA-804071,LN-506619,2025-08-11,SMS,Refused,1.33,31-60
CA-804072,LN-506644,2025-08-18,SMS,Partial payment,1.18,31-60
CA-804073,LN-506644,2025-08-24,SMS,Number unobtainable,1.1,31-60
CA-804074,LN-506655,2025-08-09,Call,Promise to pay,25.66,31-60
CA-804075,LN-506656,2025-08-10,SMS,Number unobtainable,1.14,1-30
CA-804076,LN-506667,2025-08-18,Call,Left message,26.84,1-30
CA-804077,LN-506669,2025-08-21,SMS,Left message,1.3,1-30
CA-804078,LN-506695,2025-08-17,Call,Paid in full,25.49,1-30
CA-804079,LN-506702,2025-08-20,SMS,Left message,1.27,1-30
CA-804080,LN-506728,2025-08-15,Call,Promise to pay,26.51,1-30
CA-804081,LN-506737,2025-08-10,SMS,No answer,1.09,1-30
CA-804082,LN-506746,2025-08-06,Call,Paid in full,28.7,1-30
CA-804083,LN-506749,2025-08-28,SMS,No answer,1.15,1-30
CA-804084,LN-506753,2025-08-29,SMS,Number unobtainable,1.26,31-60
CA-804085,LN-506753,2025-08-28,SMS,No answer,1.06,31-60
CA-804086,LN-506758,2025-08-20,Call,Promise to pay,26.85,31-60
CA-804087,LN-506758,2025-08-26,SMS,No answer,1.07,31-60
CA-804088,LN-506774,2025-08-19,SMS,Partial payment,1.18,31-60
CA-804089,LN-506774,2025-08-22,Call,Refused,28.98,31-60
CA-804090,LN-506784,2025-08-24,Call,Refused,26.09,1-30
CA-804091,LN-506797,2025-08-11,SMS,No answer,1.13,31-60
CA-804092,LN-506799,2025-08-11,Call,No answer,26.24,31-60
CA-804093,LN-506799,2025-08-28,SMS,Paid in full,1.08,31-60
CA-804094,LN-506811,2025-08-12,Call,Number unobtainable,28.35,1-30
CA-804095,LN-506814,2025-08-19,SMS,No answer,1.28,1-30
CA-804096,LN-506867,2025-08-20,SMS,Left message,0.98,31-60
CA-804097,LN-506867,2025-08-18,SMS,No answer,1.19,31-60
CA-804098,LN-506877,2025-08-29,SMS,Number unobtainable,1.18,1-30
CA-804099,LN-506888,2025-08-26,SMS,Left message,1.06,1-30
CA-804100,LN-506890,2025-08-10,Call,Paid in full,27.3,1-30
CA-804101,LN-506896,2025-08-10,SMS,Left message,1.18,1-30
CA-804102,LN-506903,2025-08-17,SMS,Number unobtainable,1.21,31-60
CA-804103,LN-506920,2025-08-31,Call,Partial payment,29.54,1-30
CA-804104,LN-506945,2025-08-18,SMS,Number unobtainable,1.14,1-30
CA-804105,LN-506951,2025-08-21,SMS,Number unobtainable,1.19,1-30
CA-804106,LN-506958,2025-08-17,Call,Left message,26.98,1-30
CA-804107,LN-506983,2025-08-11,SMS,Number unobtainable,1.26,31-60
CA-804108,LN-507013,2025-08-17,SMS,No answer,1.11,31-60
CA-804109,LN-507081,2025-08-13,Call,Partial payment,25.51,31-60
CA-804110,LN-507081,2025-08-10,Call,Number unobtainable,26.53,31-60
CA-804111,LN-507094,2025-08-24,Call,Number unobtainable,27.23,31-60
CA-804112,LN-507094,2025-08-11,SMS,Number unobtainable,1.26,31-60
CA-804113,LN-507120,2025-08-15,SMS,Left message,1.21,31-60
CA-804114,LN-507121,2025-08-18,SMS,Refused,1.4,31-60
CA-804115,LN-507214,2025-08-15,SMS,Left message,1.32,1-30
CA-804116,LN-507221,2025-08-20,SMS,Refused,1.16,1-30
CA-804117,LN-507230,2025-08-12,Call,Left message,29.09,1-30
CA-804118,LN-507261,2025-08-18,SMS,Number unobtainable,1.11,1-30
CA-804119,LN-507287,2025-08-13,SMS,Number unobtainable,1.35,1-30
CA-804120,LN-507293,2025-08-10,Call,Partial payment,24.98,1-30
CA-804121,LN-507298,2025-08-13,SMS,Left message,1.07,1-30
CA-804122,LN-507305,2025-08-16,SMS,Refused,1.2,1-30
CA-804123,LN-507358,2025-08-31,Call,No answer,28.37,1-30
CA-804124,LN-507422,2025-08-09,SMS,Refused,1.17,1-30
CA-804125,LN-507450,2025-08-19,SMS,Refused,1.19,1-30
CA-804126,LN-507479,2025-08-28,SMS,Refused,1.11,1-30
CA-804127,LN-507496,2025-08-28,SMS,No answer,1.13,1-30
CA-804128,LN-507562,2025-08-11,SMS,No answer,1.32,1-30
CA-804129,LN-507568,2025-08-09,Call,Refused,26.31,1-30
CA-804130,LN-507579,2025-08-18,SMS,Refused,1.24,1-30
CA-804131,LN-507613,2025-08-22,SMS,Refused,1.26,1-30
CA-804132,LN-507624,2025-08-22,SMS,Number unobtainable,1.15,1-30
CA-804133,LN-507626,2025-08-24,SMS,Number unobtainable,1.25,1-30
CA-804134,LN-507630,2025-08-06,SMS,No answer,1.23,1-30
CA-804135,LN-507662,2025-08-24,SMS,Refused,1.16,1-30
CA-804136,LN-507663,2025-08-08,SMS,No answer,1.23,1-30
CA-804137,LN-507673,2025-08-25,SMS,Paid in full,1.36,1-30
CA-804138,LN-507682,2025-08-21,Call,Left message,27.59,1-30
CA-804139,LN-507706,2025-08-30,SMS,Number unobtainable,1.23,1-30
CA-804140,LN-507708,2025-08-13,Call,Left message,27.67,1-30
CA-804141,LN-507719,2025-08-13,Call,Number unobtainable,30.18,1-30
CA-804142,LN-507750,2025-08-15,Call,Left message,26.45,1-30
CA-804143,LN-507772,2025-08-24,SMS,Refused,1.17,1-30
CA-804144,LN-507782,2025-08-07,SMS,No answer,1.12,1-30
CA-804145,LN-507802,2025-08-11,Call,Left message,25.53,1-30
CA-804146,LN-507806,2025-08-10,Call,Number unobtainable,27.14,1-30
CA-804147,LN-507863,2025-08-15,Call,Partial payment,28.65,1-30
CA-804148,LN-507907,2025-08-20,Call,Left message,24.63,1-30
CA-804149,LN-500008,2025-09-09,Letter,Number unobtainable,44.61,61-90
CA-804150,LN-500033,2025-09-29,Call,No answer,28.4,90+
CA-804151,LN-500033,2025-09-16,Field,Refused,360.03,90+
CA-804152,LN-500033,2025-09-30,Call,Refused,27.71,90+
CA-804153,LN-500045,2025-09-29,SMS,Refused,1.1,1-30
CA-804154,LN-500047,2025-09-27,Field,Number unobtainable,299.78,90+
CA-804155,LN-500047,2025-09-21,Letter,Left message,48.02,90+
CA-804156,LN-500047,2025-09-20,Call,Refused,24.88,90+
CA-804157,LN-500055,2025-09-25,SMS,No answer,1.21,1-30
CA-804158,LN-500069,2025-09-10,SMS,No answer,1.1,1-30
CA-804159,LN-500072,2025-09-21,Call,Paid in full,26.42,1-30
CA-804160,LN-500092,2025-09-25,Letter,Refused,44.63,61-90
CA-804161,LN-500092,2025-09-17,Call,No answer,26.5,61-90
CA-804162,LN-500236,2025-09-24,Field,Number unobtainable,301.35,90+
CA-804163,LN-500236,2025-09-14,Field,No answer,284.84,90+
CA-804164,LN-500236,2025-09-05,Field,Paid in full,358.11,90+
CA-804165,LN-500236,2025-09-14,Call,Promise to pay,26.22,90+
CA-804166,LN-500260,2025-09-05,Field,Refused,298.11,90+
CA-804167,LN-500260,2025-09-08,Field,Refused,347.82,90+
CA-804168,LN-500260,2025-09-28,Call,Number unobtainable,27.05,90+
CA-804169,LN-500260,2025-09-15,Letter,Left message,44.14,90+
CA-804170,LN-500271,2025-09-18,Letter,Paid in full,44.39,61-90
CA-804171,LN-500271,2025-09-11,Call,Number unobtainable,26.68,61-90
CA-804172,LN-500271,2025-09-17,Field,Partial payment,345.57,61-90
CA-804173,LN-500314,2025-09-22,Call,Refused,27.44,90+
CA-804174,LN-500314,2025-09-11,Call,Left message,33.1,90+
CA-804175,LN-500314,2025-09-14,Letter,Number unobtainable,52.68,90+
CA-804176,LN-500325,2025-09-12,Field,Paid in full,313.92,61-90
CA-804177,LN-500325,2025-09-27,Field,No answer,304.55,61-90
CA-804178,LN-500333,2025-09-21,SMS,Number unobtainable,1.07,31-60
CA-804179,LN-500333,2025-09-05,SMS,Number unobtainable,1.27,31-60
CA-804180,LN-500335,2025-09-06,Call,Refused,22.38,1-30
CA-804181,LN-500344,2025-09-26,Call,Paid in full,29.27,1-30
CA-804182,LN-500411,2025-09-30,Call,Refused,29.72,61-90
CA-804183,LN-500411,2025-09-18,Field,No answer,335.75,61-90
CA-804184,LN-500420,2025-09-07,Field,Partial payment,275.22,90+
CA-804185,LN-500420,2025-09-05,Letter,No answer,36.46,90+
CA-804186,LN-500420,2025-09-13,Field,Refused,339.28,90+
CA-804187,LN-500420,2025-09-25,Call,No answer,29.11,90+
CA-804188,LN-500420,2025-09-06,Field,No answer,270.94,90+
CA-804189,LN-500446,2025-09-19,Call,Refused,26.18,90+
CA-804190,LN-500446,2025-09-18,Field,Refused,359.33,90+
CA-804191,LN-500446,2025-09-07,Field,Refused,326.74,90+
CA-804192,LN-500482,2025-09-28,Call,Refused,25.35,90+
CA-804193,LN-500482,2025-09-06,Call,No answer,28.34,90+
CA-804194,LN-500482,2025-09-18,Field,Left message,366.12,90+
CA-804195,LN-500482,2025-09-23,Field,Refused,338.91,90+
CA-804196,LN-500531,2025-09-18,Call,Promise to pay,27.49,31-60
CA-804197,LN-500543,2025-09-16,Call,Promise to pay,28.46,61-90
CA-804198,LN-500543,2025-09-12,Letter,No answer,43.98,61-90
CA-804199,LN-500543,2025-09-29,Call,No answer,26.09,61-90
CA-804200,LN-500573,2025-09-12,Field,Number unobtainable,301.03,90+
CA-804201,LN-500573,2025-09-21,Field,Promise to pay,321.31,90+
CA-804202,LN-500573,2025-09-16,Field,No answer,321.94,90+
CA-804203,LN-500591,2025-09-27,SMS,Left message,1.27,31-60
CA-804204,LN-500591,2025-09-23,SMS,Left message,1.18,31-60
CA-804205,LN-500595,2025-09-09,Letter,Number unobtainable,45.87,61-90
CA-804206,LN-500595,2025-09-11,Call,Promise to pay,27.85,61-90
CA-804207,LN-500595,2025-09-16,Call,Left message,30.1,61-90
CA-804208,LN-500610,2025-09-09,Field,Promise to pay,357.96,61-90
CA-804209,LN-500610,2025-09-13,Letter,No answer,50.03,61-90
CA-804210,LN-500628,2025-09-20,Field,No answer,304.76,61-90
CA-804211,LN-500628,2025-09-27,Field,Refused,319.54,61-90
CA-804212,LN-500758,2025-09-09,Letter,No answer,45.44,90+
CA-804213,LN-500758,2025-09-12,Letter,Refused,50.96,90+
CA-804214,LN-500758,2025-09-06,Call,Number unobtainable,22.57,90+
CA-804215,LN-500758,2025-09-19,Call,Refused,30.09,90+
CA-804216,LN-500758,2025-09-14,Call,Paid in full,27.68,90+
CA-804217,LN-500767,2025-09-05,Call,No answer,24.28,1-30
CA-804218,LN-500782,2025-09-12,Call,Refused,30.54,31-60
CA-804219,LN-500782,2025-09-11,SMS,Refused,1.17,31-60
CA-804220,LN-500799,2025-09-16,SMS,Refused,1.12,31-60
CA-804221,LN-500799,2025-09-13,Call,Number unobtainable,29.7,31-60
CA-804222,LN-500807,2025-09-26,SMS,Left message,1.2,1-30
CA-804223,LN-500834,2025-09-30,SMS,Number unobtainable,1.15,31-60
CA-804224,LN-500842,2025-09-28,Call,Left message,27.11,90+
CA-804225,LN-500842,2025-09-09,Call,No answer,29.98,90+
CA-804226,LN-500850,2025-09-24,Letter,Partial payment,45.44,61-90
CA-804227,LN-500850,2025-09-07,Field,Number unobtainable,346.2,61-90
CA-804228,LN-500850,2025-09-06,Call,No answer,30.74,61-90
CA-804229,LN-500857,2025-09-14,SMS,Left message,1.21,1-30
CA-804230,LN-500877,2025-09-12,SMS,Number unobtainable,1.05,31-60
CA-804231,LN-500886,2025-09-08,Field,Refused,318.32,61-90
CA-804232,LN-500888,2025-09-24,Call,Paid in full,25.94,61-90
CA-804233,LN-500888,2025-09-15,Field,No answer,339.1,61-90
CA-804234,LN-500890,2025-09-11,SMS,Left message,1.06,31-60
CA-804235,LN-500890,2025-09-14,SMS,No answer,1.3,31-60
CA-804236,LN-500905,2025-09-23,Letter,Refused,47.19,90+
CA-804237,LN-500905,2025-09-16,Field,Promise to pay,319.97,90+
CA-804238,LN-500905,2025-09-21,Call,Promise to pay,29.6,90+
CA-804239,LN-500905,2025-09-23,Field,Left message,300.9,90+
CA-804240,LN-500908,2025-09-29,Letter,Left message,45.81,61-90
CA-804241,LN-500925,2025-09-22,Call,Refused,24.68,1-30
CA-804242,LN-500928,2025-09-09,Field,No answer,372,61-90
CA-804243,LN-500928,2025-09-30,Field,Partial payment,341.47,61-90
CA-804244,LN-500969,2025-09-13,Letter,Number unobtainable,45.95,61-90
CA-804245,LN-500969,2025-09-23,Call,Refused,25.61,61-90
CA-804246,LN-500969,2025-09-13,Field,Left message,278.01,61-90
CA-804247,LN-500976,2025-09-19,Call,Paid in full,28.77,90+
CA-804248,LN-500976,2025-09-25,Call,Partial payment,27.03,90+
CA-804249,LN-500976,2025-09-25,Field,Left message,367.62,90+
CA-804250,LN-500976,2025-09-30,Call,Promise to pay,23.59,90+
CA-804251,LN-500976,2025-09-22,Letter,Left message,45.73,90+
CA-804252,LN-500981,2025-09-21,Call,Promise to pay,28.15,1-30
CA-804253,LN-500984,2025-09-05,Field,Refused,333.74,90+
CA-804254,LN-500984,2025-09-26,Letter,Number unobtainable,44.16,90+
CA-804255,LN-500984,2025-09-30,Call,Refused,30.92,90+
CA-804256,LN-501008,2025-09-27,Call,Paid in full,26.89,61-90
CA-804257,LN-501008,2025-09-14,Call,Refused,28.44,61-90
CA-804258,LN-501013,2025-09-17,Call,Left message,27.82,1-30
CA-804259,LN-501038,2025-09-27,Field,Refused,287.46,61-90
CA-804260,LN-501038,2025-09-20,Call,Refused,27.06,61-90
CA-804261,LN-501042,2025-09-27,Call,Partial payment,35.31,31-60
CA-804262,LN-501079,2025-09-13,SMS,Number unobtainable,1.21,1-30
CA-804263,LN-501088,2025-09-08,Field,Number unobtainable,339.52,61-90
CA-804264,LN-501088,2025-09-19,Call,Left message,26.87,61-90
CA-804265,LN-501088,2025-09-23,Call,Left message,32.43,61-90
CA-804266,LN-501094,2025-09-07,Call,Left message,29.69,90+
CA-804267,LN-501094,2025-09-17,Letter,Promise to pay,45.15,90+
CA-804268,LN-501094,2025-09-10,Field,Left message,301.85,90+
CA-804269,LN-501094,2025-09-09,Call,Left message,28.6,90+
CA-804270,LN-501140,2025-09-30,Call,Promise to pay,25.89,61-90
CA-804271,LN-501141,2025-09-20,Call,Number unobtainable,28.94,61-90
CA-804272,LN-501141,2025-09-26,Call,Partial payment,28.59,61-90
CA-804273,LN-501141,2025-09-21,Call,Number unobtainable,25.33,61-90
CA-804274,LN-501148,2025-09-19,SMS,No answer,1.29,31-60
CA-804275,LN-501162,2025-09-20,Letter,No answer,44.98,61-90
CA-804276,LN-501181,2025-09-30,SMS,Left message,1.21,1-30
CA-804277,LN-501258,2025-09-20,Field,Refused,316.32,90+
CA-804278,LN-501258,2025-09-15,Call,Left message,28.66,90+
CA-804279,LN-501258,2025-09-05,Letter,Left message,47.09,90+
CA-804280,LN-501258,2025-09-07,Call,Left message,27.45,90+
CA-804281,LN-501258,2025-09-21,Call,Refused,33.99,90+
CA-804282,LN-501273,2025-09-18,Call,Number unobtainable,25.8,31-60
CA-804283,LN-501295,2025-09-05,SMS,Left message,0.98,31-60
CA-804284,LN-501318,2025-09-14,Call,No answer,29.74,90+
CA-804285,LN-501318,2025-09-24,Field,Refused,287.7,90+
CA-804286,LN-501318,2025-09-17,Letter,Number unobtainable,42.69,90+
CA-804287,LN-501349,2025-09-18,Call,Partial payment,32.59,1-30
CA-804288,LN-501364,2025-09-27,SMS,No answer,1.23,31-60
CA-804289,LN-501364,2025-09-21,Call,Refused,24.82,31-60
CA-804290,LN-501366,2025-09-11,Call,Number unobtainable,29.17,31-60
CA-804291,LN-501366,2025-09-24,SMS,No answer,1.32,31-60
CA-804292,LN-501401,2025-09-20,Call,Number unobtainable,26.67,1-30
CA-804293,LN-501413,2025-09-17,Field,No answer,343.99,90+
CA-804294,LN-501413,2025-09-11,Call,Left message,35.23,90+
CA-804295,LN-501413,2025-09-27,Call,Promise to pay,28.18,90+
CA-804296,LN-501432,2025-09-19,Call,Partial payment,26.1,1-30
CA-804297,LN-501435,2025-09-21,Call,Paid in full,25.43,90+
CA-804298,LN-501435,2025-09-13,Field,No answer,376.53,90+
CA-804299,LN-501435,2025-09-13,Call,Refused,24.31,90+
CA-804300,LN-501436,2025-09-12,Call,Left message,28.05,1-30
CA-804301,LN-501443,2025-09-15,SMS,Left message,1.25,1-30
CA-804302,LN-501450,2025-09-08,SMS,Number unobtainable,1.33,1-30
CA-804303,LN-501456,2025-09-27,SMS,Refused,1.26,1-30
CA-804304,LN-501488,2025-09-21,Field,Number unobtainable,310.65,90+
CA-804305,LN-501488,2025-09-29,Call,Number unobtainable,30.83,90+
CA-804306,LN-501511,2025-09-30,SMS,Left message,1.2,1-30
CA-804307,LN-501535,2025-09-28,SMS,Number unobtainable,1.08,31-60
CA-804308,LN-501538,2025-09-24,Call,Left message,27.96,61-90
CA-804309,LN-501538,2025-09-10,Call,Promise to pay,28.59,61-90
CA-804310,LN-501538,2025-09-27,Call,Left message,29.98,61-90
CA-804311,LN-501549,2025-09-06,SMS,No answer,1.23,31-60
CA-804312,LN-501549,2025-09-22,SMS,Number unobtainable,1.17,31-60
CA-804313,LN-501564,2025-09-16,SMS,No answer,1.19,1-30
CA-804314,LN-501584,2025-09-28,Field,Left message,284.85,90+
CA-804315,LN-501584,2025-09-13,Call,Partial payment,29.22,90+
CA-804316,LN-501594,2025-09-15,SMS,Left message,1.17,31-60
CA-804317,LN-501594,2025-09-14,SMS,Refused,1,31-60
CA-804318,LN-501626,2025-09-08,SMS,No answer,1.3,1-30
CA-804319,LN-501669,2025-09-25,SMS,Number unobtainable,1.24,1-30
CA-804320,LN-501675,2025-09-19,Call,Promise to pay,28.37,90+
CA-804321,LN-501675,2025-09-27,Field,Refused,377.66,90+
CA-804322,LN-501675,2025-09-29,Call,Refused,29.62,90+
CA-804323,LN-501675,2025-09-18,Field,Paid in full,281,90+
CA-804324,LN-501703,2025-09-13,SMS,Left message,1.06,1-30
CA-804325,LN-501712,2025-09-24,SMS,Refused,1.35,1-30
CA-804326,LN-501754,2025-09-21,Call,Refused,29.61,31-60
CA-804327,LN-501769,2025-09-15,Field,Refused,336.91,61-90
CA-804328,LN-501769,2025-09-10,Call,Refused,29.07,61-90
CA-804329,LN-501769,2025-09-08,Field,Left message,294.34,61-90
CA-804330,LN-501814,2025-09-21,SMS,Left message,1.16,1-30
CA-804331,LN-501854,2025-09-16,SMS,Number unobtainable,1.23,31-60
CA-804332,LN-501854,2025-09-14,SMS,No answer,1.27,31-60
CA-804333,LN-501860,2025-09-07,SMS,Left message,1.26,31-60
CA-804334,LN-501864,2025-09-19,SMS,Left message,1.09,31-60
CA-804335,LN-501868,2025-09-29,SMS,No answer,1.14,31-60
CA-804336,LN-501893,2025-09-09,Call,No answer,24.96,1-30
CA-804337,LN-501901,2025-09-25,Field,Number unobtainable,307.76,61-90
CA-804338,LN-501901,2025-09-19,Letter,No answer,48.38,61-90
CA-804339,LN-501919,2025-09-23,Field,Left message,306.6,90+
CA-804340,LN-501919,2025-09-08,Field,Number unobtainable,326.8,90+
CA-804341,LN-501919,2025-09-23,Field,No answer,304.59,90+
CA-804342,LN-501919,2025-09-18,Field,Number unobtainable,332.47,90+
CA-804343,LN-501949,2025-09-06,Call,Left message,31.59,1-30
CA-804344,LN-501960,2025-09-10,SMS,Refused,1.33,1-30
CA-804345,LN-501982,2025-09-06,Letter,Left message,44.46,61-90
CA-804346,LN-502040,2025-09-23,Call,No answer,26.52,1-30
CA-804347,LN-502071,2025-09-16,Field,Number unobtainable,284.04,61-90
CA-804348,LN-502083,2025-09-21,Letter,Number unobtainable,53.63,61-90
CA-804349,LN-502083,2025-09-08,Field,No answer,305.69,61-90
CA-804350,LN-502083,2025-09-23,Letter,Paid in full,44.24,61-90
CA-804351,LN-502086,2025-09-30,Call,Promise to pay,24.73,31-60
CA-804352,LN-502086,2025-09-26,SMS,Left message,1.32,31-60
CA-804353,LN-502089,2025-09-20,Call,Left message,25.25,1-30
CA-804354,LN-502097,2025-09-15,SMS,No answer,1.37,1-30
CA-804355,LN-502101,2025-09-20,Call,Left message,26.16,61-90
CA-804356,LN-502101,2025-09-22,Field,Left message,346.06,61-90
CA-804357,LN-502101,2025-09-19,Field,Promise to pay,297.84,61-90
CA-804358,LN-502119,2025-09-17,Field,Refused,332.87,90+
CA-804359,LN-502119,2025-09-29,Field,Refused,349.7,90+
CA-804360,LN-502119,2025-09-09,Call,Number unobtainable,29.06,90+
CA-804361,LN-502119,2025-09-24,Field,Left message,303.93,90+
CA-804362,LN-502119,2025-09-09,Field,Number unobtainable,320.69,90+
CA-804363,LN-502122,2025-09-05,Call,No answer,28.03,61-90
CA-804364,LN-502122,2025-09-29,Call,Left message,24.31,61-90
CA-804365,LN-502122,2025-09-29,Call,Left message,28.85,61-90
CA-804366,LN-502154,2025-09-20,Call,Refused,30.3,1-30
CA-804367,LN-502180,2025-09-14,Letter,Number unobtainable,51.69,61-90
CA-804368,LN-502180,2025-09-10,Call,Left message,27.19,61-90
CA-804369,LN-502219,2025-09-28,Field,Left message,342.91,90+
CA-804370,LN-502219,2025-09-05,Call,Paid in full,28.02,90+
CA-804371,LN-502219,2025-09-13,Field,Promise to pay,289.41,90+
CA-804372,LN-502219,2025-09-18,Field,Refused,308.47,90+
CA-804373,LN-502256,2025-09-13,Call,Left message,25.04,61-90
CA-804374,LN-502256,2025-09-06,Field,Refused,322.99,61-90
CA-804375,LN-502256,2025-09-05,Field,Number unobtainable,310.8,61-90
CA-804376,LN-502358,2025-09-16,Call,Number unobtainable,27.91,90+
CA-804377,LN-502358,2025-09-27,Call,No answer,28.72,90+
CA-804378,LN-502358,2025-09-26,Call,No answer,32.11,90+
CA-804379,LN-502367,2025-09-16,Call,No answer,26.71,1-30
CA-804380,LN-502402,2025-09-06,Letter,Left message,46.93,90+
CA-804381,LN-502402,2025-09-11,Call,Refused,31.47,90+
CA-804382,LN-502447,2025-09-10,Call,Left message,27.97,61-90
CA-804383,LN-502447,2025-09-14,Field,No answer,350.6,61-90
CA-804384,LN-502447,2025-09-27,Call,Partial payment,27.91,61-90
CA-804385,LN-502476,2025-09-29,SMS,Left message,1.44,31-60
CA-804386,LN-502502,2025-09-06,SMS,Number unobtainable,1.36,31-60
CA-804387,LN-502504,2025-09-25,Field,Refused,366.28,90+
CA-804388,LN-502504,2025-09-07,Call,Refused,25.56,90+
CA-804389,LN-502504,2025-09-13,Call,Paid in full,28.64,90+
CA-804390,LN-502504,2025-09-23,Call,Left message,27,90+
CA-804391,LN-502504,2025-09-15,Letter,Refused,41.36,90+
CA-804392,LN-502510,2025-09-16,Field,Paid in full,373.81,61-90
CA-804393,LN-502510,2025-09-21,Call,Left message,29.99,61-90
CA-804394,LN-502521,2025-09-05,Call,Refused,25.18,31-60
CA-804395,LN-502528,2025-09-29,Field,Left message,337.98,61-90
CA-804396,LN-502528,2025-09-09,Call,Number unobtainable,24.83,61-90
CA-804397,LN-502587,2025-09-13,SMS,Left message,1.22,31-60
CA-804398,LN-502611,2025-09-12,Field,Paid in full,357.13,61-90
CA-804399,LN-502611,2025-09-20,Call,Refused,30.32,61-90
CA-804400,LN-502611,2025-09-16,Letter,No answer,43.2,61-90
CA-804401,LN-502614,2025-09-14,Call,Left message,24.92,61-90
CA-804402,LN-502615,2025-09-15,Call,Promise to pay,25.65,1-30
CA-804403,LN-502644,2025-09-08,Field,Number unobtainable,339.34,61-90
CA-804404,LN-502657,2025-09-18,Field,Left message,300.33,90+
CA-804405,LN-502657,2025-09-06,Call,Left message,27.73,90+
CA-804406,LN-502657,2025-09-09,Field,Left message,316.71,90+
CA-804407,LN-502662,2025-09-25,Call,Refused,28.86,1-30
CA-804408,LN-502665,2025-09-23,SMS,Left message,1.16,31-60
CA-804409,LN-502665,2025-09-30,SMS,Refused,1.33,31-60
CA-804410,LN-502678,2025-09-29,Call,Promise to pay,25.3,1-30
CA-804411,LN-502730,2025-09-29,SMS,Number unobtainable,1.11,1-30
CA-804412,LN-502740,2025-09-07,Call,Refused,27.61,31-60
CA-804413,LN-502740,2025-09-28,SMS,Left message,1.21,31-60
CA-804414,LN-502748,2025-09-30,SMS,Refused,1.33,31-60
CA-804415,LN-502758,2025-09-09,SMS,No answer,1.25,1-30
CA-804416,LN-502772,2025-09-29,Letter,Refused,47.23,90+
CA-804417,LN-502772,2025-09-23,Field,Refused,326.97,90+
CA-804418,LN-502772,2025-09-19,Letter,Left message,46.58,90+
CA-804419,LN-502772,2025-09-14,Letter,Number unobtainable,49.84,90+
CA-804420,LN-502772,2025-09-13,Letter,Number unobtainable,38.52,90+
CA-804421,LN-502794,2025-09-08,Call,Left message,31.12,61-90
CA-804422,LN-502794,2025-09-12,Call,Number unobtainable,24.5,61-90
CA-804423,LN-502794,2025-09-11,Call,Left message,26.71,61-90
CA-804424,LN-502801,2025-09-05,SMS,No answer,1.24,31-60
CA-804425,LN-502803,2025-09-12,SMS,Refused,1.26,31-60
