client_ref,home_branch_code,province,gender,age_band,employment_type,employer_sector,monthly_income_zar,payday_day
CL-102362,SF-JHB,Gauteng,F,35-44,Contract,Transport,13650,25
CL-102363,SF-JHB,Gauteng,F,35-44,Permanent,Transport,9450,19
CL-102364,SF-JHB,Gauteng,F,18-24,Permanent,Public sector,13900,25
CL-102365,SF-JHB,Gauteng,M,25-34,Government,Healthcare,12900,17
CL-102366,SF-JHB,Gauteng,M,18-24,Permanent,Manufacturing,9050,25
CL-102367,SF-JHB,Gauteng,M,35-44,Contract,Hospitality,4650,25
CL-102368,SF-JHB,Gauteng,M,35-44,Contract,Public sector,14100,25
CL-102369,SF-JHB,Gauteng,F,55-64,Permanent,Construction,12600,14
CL-102370,SF-JHB,Gauteng,M,45-54,Permanent,Security,10600,25
CL-102371,SF-JHB,Gauteng,F,35-44,Permanent,Transport,7500,20
CL-102372,SF-JHB,Gauteng,M,45-54,Contract,Manufacturing,8250,25
CL-102373,SF-JHB,Gauteng,F,25-34,Permanent,Security,12350,25
CL-102374,SF-JHB,Gauteng,M,35-44,Contract,Security,6950,4
CL-102375,SF-JHB,Gauteng,F,35-44,Government,Hospitality,6400,25
CL-102376,SF-JHB,Gauteng,M,18-24,Pensioner,Healthcare,13300,25
CL-102377,SF-JHB,Gauteng,F,18-24,Government,Security,17400,25
CL-102378,SF-JHB,Gauteng,M,45-54,Permanent,Education,16900,25
CL-102379,SF-JHB,Gauteng,F,55-64,Permanent,Public sector,5650,25
CL-102380,SF-JHB,Gauteng,F,25-34,Government,Education,30400,25
CL-102381,SF-JHB,Gauteng,F,25-34,Pensioner,Construction,10200,30
CL-102382,SF-JHB,Gauteng,M,18-24,Permanent,Hospitality,8300,30
CL-102383,SF-JHB,Gauteng,F,25-34,Permanent,Education,5100,25
CL-102384,SF-JHB,Gauteng,F,55-64,Government,Mining,12700,30
CL-102385,SF-JHB,Gauteng,M,25-34,Contract,Transport,10350,18
CL-102386,SF-JHB,Gauteng,M,25-34,Permanent,Retail,7700,19
CL-102387,SF-JHB,Gauteng,M,35-44,Permanent,Mining,9000,30
CL-102388,SF-JHB,Gauteng,M,25-34,Government,Education,9050,30
CL-102389,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,30850,25
CL-102390,SF-JHB,Gauteng,F,18-24,Contract,Hospitality,14850,25
CL-102391,SF-JHB,Gauteng,M,55-64,Contract,Manufacturing,12050,25
CL-102392,SF-JHB,Gauteng,M,18-24,Permanent,Transport,6550,25
CL-102393,SF-JHB,Gauteng,F,45-54,Permanent,Education,14000,8
CL-102394,SF-JHB,Gauteng,F,45-54,Permanent,Healthcare,8600,25
CL-102395,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,13550,25
CL-102396,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,14550,25
CL-102397,SF-JHB,Gauteng,M,18-24,Permanent,Mining,8850,25
CL-102398,SF-JHB,Gauteng,M,18-24,Permanent,Construction,7550,30
CL-102399,SF-JHB,Gauteng,M,35-44,Contract,Healthcare,7750,30
CL-102400,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,15550,25
CL-102401,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,9200,30
CL-102402,SF-JHB,Gauteng,F,25-34,Permanent,Transport,8250,25
CL-102403,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,15250,25
CL-102404,SF-JHB,Gauteng,F,45-54,Government,Hospitality,4200,18
CL-102405,SF-JHB,Gauteng,M,45-54,Government,Construction,13550,9
CL-102406,SF-JHB,Gauteng,M,55-64,Permanent,Mining,14850,30
CL-102407,SF-JHB,Gauteng,F,25-34,Permanent,Education,17250,25
CL-102408,SF-JHB,Gauteng,M,55-64,Permanent,Mining,25350,25
CL-102409,SF-JHB,Gauteng,M,45-54,Government,Manufacturing,7050,30
CL-102410,SF-JHB,Gauteng,F,25-34,Permanent,Retail,10300,30
CL-102411,SF-JHB,Gauteng,M,25-34,Permanent,Mining,4200,25
CL-102412,SF-JHB,Gauteng,M,45-54,Pensioner,Security,9200,25
CL-102413,SF-JHB,Gauteng,F,25-34,Contract,Construction,15700,30
CL-102414,SF-JHB,Gauteng,F,25-34,Permanent,Construction,23000,25
CL-102415,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,10200,25
CL-102416,SF-JHB,Gauteng,M,45-54,Permanent,Healthcare,6300,28
CL-102417,SF-JHB,Gauteng,F,18-24,Permanent,Transport,10150,6
CL-102418,SF-JHB,Gauteng,M,35-44,Government,Public sector,6700,25
CL-102419,SF-JHB,Gauteng,F,55-64,Contract,Transport,6150,30
CL-102420,SF-JHB,Gauteng,F,35-44,Contract,Public sector,27950,25
CL-102421,SF-JHB,Gauteng,F,35-44,Permanent,Hospitality,14800,25
CL-102422,SF-JHB,Gauteng,F,18-24,Permanent,Healthcare,9700,21
CL-102423,SF-JHB,Gauteng,F,45-54,Government,Retail,9700,25
CL-102424,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,5900,25
CL-102425,SF-JHB,Gauteng,F,55-64,Permanent,Retail,8250,25
CL-102426,SF-JHB,Gauteng,F,45-54,Permanent,Healthcare,9650,30
CL-102427,SF-JHB,Gauteng,M,18-24,Permanent,Hospitality,16000,30
CL-102428,SF-JHB,Gauteng,M,55-64,Government,Retail,11650,25
CL-102429,SF-JHB,Gauteng,M,25-34,Permanent,Hospitality,5800,25
CL-102430,SF-JHB,Gauteng,F,35-44,Permanent,Construction,10300,30
CL-102431,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,23750,25
CL-102432,SF-JHB,Gauteng,M,25-34,Permanent,Education,26550,25
CL-102433,SF-JHB,Gauteng,F,45-54,Contract,Security,12450,25
CL-102434,SF-JHB,Gauteng,M,18-24,Pensioner,Healthcare,6850,25
CL-102435,SF-JHB,Gauteng,F,18-24,Permanent,Retail,8650,25
CL-102436,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,5800,9
CL-102437,SF-JHB,Gauteng,M,35-44,Permanent,Security,13950,25
CL-102438,SF-JHB,Gauteng,M,25-34,Contract,Healthcare,11350,25
CL-102439,SF-JHB,Gauteng,F,18-24,Government,Hospitality,4750,25
CL-102440,SF-JHB,Gauteng,M,18-24,Permanent,Construction,9000,8
CL-102441,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,8450,25
CL-102442,SF-JHB,Gauteng,F,25-34,Permanent,Mining,11950,30
CL-102443,SF-JHB,Gauteng,M,25-34,Permanent,Retail,7500,25
CL-102444,SF-JHB,Gauteng,F,25-34,Permanent,Transport,23800,25
CL-102445,SF-JHB,Gauteng,F,25-34,Contract,Mining,7450,12
CL-102446,SF-JHB,Gauteng,M,35-44,Government,Education,14650,30
CL-102447,SF-JHB,Gauteng,M,25-34,Permanent,Retail,15000,5
CL-102448,SF-JHB,Gauteng,F,25-34,Contract,Education,8450,18
CL-102449,SF-JHB,Gauteng,F,35-44,Pensioner,Hospitality,8300,25
CL-102450,SF-JHB,Gauteng,M,55-64,Pensioner,Security,15150,25
CL-102451,SF-JHB,Gauteng,F,45-54,Permanent,Hospitality,5000,30
CL-102452,SF-JHB,Gauteng,F,25-34,Permanent,Hospitality,19400,30
CL-102453,SF-JHB,Gauteng,F,18-24,Permanent,Retail,21000,30
CL-102454,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,10550,25
CL-102455,SF-JHB,Gauteng,M,45-54,Permanent,Security,12200,25
CL-102456,SF-JHB,Gauteng,M,25-34,Permanent,Mining,10550,25
CL-102457,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,9600,25
CL-102458,SF-JHB,Gauteng,M,25-34,Permanent,Mining,9450,25
CL-102459,SF-JHB,Gauteng,F,35-44,Government,Hospitality,10350,25
CL-102460,SF-JHB,Gauteng,M,25-34,Permanent,Education,10900,25
CL-102461,SF-JHB,Gauteng,F,35-44,Government,Security,4800,30
CL-102462,SF-JHB,Gauteng,M,35-44,Permanent,Public sector,10450,25
CL-102463,SF-JHB,Gauteng,F,25-34,Pensioner,Manufacturing,17300,26
CL-102464,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,13250,20
CL-102465,SF-JHB,Gauteng,M,35-44,Pensioner,Transport,17050,30
CL-102466,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,10450,15
CL-102467,SF-JHB,Gauteng,F,25-34,Permanent,Retail,15000,30
CL-102468,SF-JHB,Gauteng,M,18-24,Government,Mining,14600,14
CL-102469,SF-JHB,Gauteng,F,55-64,Permanent,Education,5250,25
CL-102470,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,7650,30
CL-102471,SF-JHB,Gauteng,F,18-24,Permanent,Retail,20850,9
CL-102472,SF-JHB,Gauteng,M,35-44,Contract,Hospitality,20650,30
CL-102473,SF-JHB,Gauteng,M,35-44,Permanent,Education,16650,7
CL-102474,SF-JHB,Gauteng,F,18-24,Contract,Public sector,6450,25
CL-102475,SF-JHB,Gauteng,F,18-24,Permanent,Public sector,14700,25
CL-102476,SF-JHB,Gauteng,M,35-44,Permanent,Education,7000,30
CL-102477,SF-JHB,Gauteng,M,35-44,Permanent,Security,12750,25
CL-102478,SF-JHB,Gauteng,M,25-34,Government,Mining,6500,25
CL-102479,SF-JHB,Gauteng,M,55-64,Permanent,Mining,12300,13
CL-102480,SF-JHB,Gauteng,F,35-44,Permanent,Hospitality,26450,25
CL-102481,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,10800,30
CL-102482,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,11950,25
CL-102483,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,39450,30
CL-102484,SF-JHB,Gauteng,F,45-54,Contract,Hospitality,12500,25
CL-102485,SF-JHB,Gauteng,F,45-54,Permanent,Healthcare,16700,30
CL-102486,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,11300,25
CL-102487,SF-JHB,Gauteng,F,25-34,Permanent,Mining,22100,30
CL-102488,SF-JHB,Gauteng,M,18-24,Government,Hospitality,17550,25
CL-102489,SF-JHB,Gauteng,M,35-44,Permanent,Retail,14550,25
CL-102490,SF-JHB,Gauteng,M,35-44,Government,Hospitality,14700,25
CL-102491,SF-JHB,Gauteng,F,18-24,Permanent,Healthcare,9550,25
CL-102492,SF-JHB,Gauteng,M,25-34,Permanent,Education,12650,30
CL-102493,SF-JHB,Gauteng,F,45-54,Permanent,Transport,7150,25
CL-102494,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,8500,30
CL-102495,SF-JHB,Gauteng,F,55-64,Permanent,Hospitality,39200,25
CL-102496,SF-JHB,Gauteng,F,35-44,Permanent,Security,5450,25
CL-102497,SF-JHB,Gauteng,M,55-64,Government,Healthcare,8150,25
CL-102498,SF-JHB,Gauteng,M,55-64,Contract,Security,10400,30
CL-102499,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,12050,30
CL-102500,SF-JHB,Gauteng,M,35-44,Contract,Transport,8000,25
CL-102501,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,7900,25
CL-102502,SF-JHB,Gauteng,F,55-64,Permanent,Security,9800,13
CL-102503,SF-JHB,Gauteng,F,25-34,Permanent,Transport,33700,25
CL-102504,SF-JHB,Gauteng,F,18-24,Permanent,Education,39800,25
CL-102505,SF-JHB,Gauteng,F,25-34,Government,Security,13650,25
CL-102506,SF-JHB,Gauteng,M,18-24,Permanent,Transport,9250,25
CL-102507,SF-JHB,Gauteng,F,35-44,Government,Healthcare,25500,30
CL-102508,SF-JHB,Gauteng,M,35-44,Contract,Transport,17250,25
CL-102509,SF-JHB,Gauteng,M,45-54,Contract,Public sector,17150,30
CL-102510,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,7550,30
CL-102511,SF-JHB,Gauteng,M,18-24,Contract,Construction,20200,25
CL-102512,SF-JHB,Gauteng,M,35-44,Contract,Security,22200,25
CL-102513,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,9450,25
CL-102514,SF-JHB,Gauteng,M,25-34,Contract,Construction,9900,30
CL-102515,SF-JHB,Gauteng,M,35-44,Permanent,Retail,8900,25
CL-102516,SF-JHB,Gauteng,F,25-34,Permanent,Construction,4950,30
CL-102517,SF-JHB,Gauteng,F,25-34,Permanent,Hospitality,22250,25
CL-102518,SF-JHB,Gauteng,M,35-44,Contract,Public sector,6100,25
CL-102519,SF-JHB,Gauteng,M,35-44,Permanent,Education,10900,25
CL-102520,SF-JHB,Gauteng,M,45-54,Contract,Healthcare,11750,25
CL-102521,SF-JHB,Gauteng,F,55-64,Permanent,Public sector,8050,30
CL-102522,SF-JHB,Gauteng,M,55-64,Permanent,Manufacturing,9700,5
CL-102523,SF-JHB,Gauteng,M,25-34,Government,Hospitality,9250,25
CL-102524,SF-JHB,Gauteng,F,18-24,Permanent,Transport,11400,12
CL-102525,SF-JHB,Gauteng,F,25-34,Permanent,Retail,7350,30
CL-102526,SF-JHB,Gauteng,M,45-54,Permanent,Manufacturing,9350,25
CL-102527,SF-JHB,Gauteng,M,45-54,Permanent,Security,6900,30
CL-102528,SF-JHB,Gauteng,F,35-44,Permanent,Security,28600,25
CL-102529,SF-JHB,Gauteng,M,35-44,Government,Security,4950,30
CL-102530,SF-JHB,Gauteng,M,18-24,Contract,Retail,14900,25
CL-102531,SF-JHB,Gauteng,F,35-44,Permanent,Security,9550,25
CL-102532,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,12050,25
CL-102533,SF-JHB,Gauteng,F,45-54,Government,Construction,8500,30
CL-102534,SF-JHB,Gauteng,M,55-64,Government,Mining,14050,25
CL-102535,SF-JHB,Gauteng,M,35-44,Government,Education,5400,30
CL-102536,SF-JHB,Gauteng,F,45-54,Permanent,Construction,17800,25
CL-102537,SF-JHB,Gauteng,M,25-34,Permanent,Transport,21600,30
CL-102538,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,29900,25
CL-102539,SF-JHB,Gauteng,M,45-54,Permanent,Healthcare,4200,25
CL-102540,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,6550,30
CL-102541,SF-JHB,Gauteng,M,45-54,Permanent,Public sector,7100,4
CL-102542,SF-JHB,Gauteng,F,35-44,Permanent,Security,6650,28
CL-102543,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,12000,25
CL-102544,SF-JHB,Gauteng,F,25-34,Permanent,Retail,13000,25
CL-102545,SF-JHB,Gauteng,F,25-34,Permanent,Education,10900,25
CL-102546,SF-JHB,Gauteng,M,18-24,Contract,Manufacturing,9200,25
CL-102547,SF-JHB,Gauteng,F,25-34,Contract,Education,12450,25
CL-102548,SF-JHB,Gauteng,F,18-24,Permanent,Retail,12650,25
CL-102549,SF-JHB,Gauteng,F,35-44,Permanent,Retail,11500,21
CL-102550,SF-JHB,Gauteng,F,35-44,Government,Transport,10450,30
CL-102551,SF-JHB,Gauteng,F,45-54,Contract,Security,18450,30
CL-102552,SF-JHB,Gauteng,M,35-44,Permanent,Education,8250,25
CL-102553,SF-JHB,Gauteng,F,35-44,Contract,Construction,6800,25
CL-102554,SF-JHB,Gauteng,F,35-44,Government,Hospitality,12300,25
CL-102555,SF-JHB,Gauteng,M,55-64,Contract,Retail,23400,25
CL-102556,SF-JHB,Gauteng,M,35-44,Permanent,Transport,32200,1
CL-102557,SF-JHB,Gauteng,M,35-44,Government,Transport,17750,25
CL-102558,SF-JHB,Gauteng,M,45-54,Permanent,Mining,6350,25
CL-102559,SF-JHB,Gauteng,M,55-64,Government,Hospitality,6850,30
CL-102560,SF-JHB,Gauteng,F,45-54,Permanent,Hospitality,15350,25
CL-102561,SF-JHB,Gauteng,M,45-54,Government,Retail,10950,25
CL-102562,SF-JHB,Gauteng,F,35-44,Contract,Construction,18350,25
CL-102563,SF-JHB,Gauteng,M,35-44,Permanent,Education,15150,6
CL-102564,SF-JHB,Gauteng,M,35-44,Pensioner,Transport,16450,25
CL-102565,SF-JHB,Gauteng,F,55-64,Permanent,Transport,25950,30
CL-102566,SF-JHB,Gauteng,M,25-34,Permanent,Public sector,17900,30
CL-102567,SF-JHB,Gauteng,M,35-44,Government,Security,11600,25
CL-102568,SF-JHB,Gauteng,M,25-34,Permanent,Healthcare,20350,30
CL-102569,SF-JHB,Gauteng,M,35-44,Permanent,Security,22600,25
CL-102570,SF-JHB,Gauteng,M,25-34,Government,Public sector,11750,25
CL-102571,SF-JHB,Gauteng,F,25-34,Contract,Retail,9900,25
CL-102572,SF-JHB,Gauteng,F,25-34,Permanent,Hospitality,12150,25
CL-102573,SF-JHB,Gauteng,F,55-64,Permanent,Manufacturing,23250,13
CL-102574,SF-JHB,Gauteng,F,55-64,Contract,Retail,15350,25
CL-102575,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,13500,25
CL-102576,SF-JHB,Gauteng,F,25-34,Permanent,Mining,6850,23
CL-102577,SF-JHB,Gauteng,M,25-34,Permanent,Hospitality,6750,30
CL-102578,SF-JHB,Gauteng,M,25-34,Pensioner,Hospitality,9750,25
CL-102579,SF-JHB,Gauteng,F,18-24,Government,Healthcare,31900,25
CL-102580,SF-JHB,Gauteng,M,18-24,Government,Manufacturing,14900,25
CL-102581,SF-JHB,Gauteng,F,35-44,Permanent,Construction,7950,30
CL-102582,SF-JHB,Gauteng,M,45-54,Permanent,Construction,13700,25
CL-102583,SF-JHB,Gauteng,M,35-44,Government,Construction,7950,1
CL-102584,SF-JHB,Gauteng,M,55-64,Permanent,Security,17350,25
CL-102585,SF-JHB,Gauteng,F,25-34,Pensioner,Healthcare,7850,25
CL-102586,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,4200,30
CL-102587,SF-JHB,Gauteng,F,45-54,Contract,Mining,8150,30
CL-102588,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,7700,25
CL-102589,SF-JHB,Gauteng,F,25-34,Permanent,Hospitality,11300,25
CL-102590,SF-JHB,Gauteng,M,25-34,Permanent,Construction,5300,25
CL-102591,SF-JHB,Gauteng,F,35-44,Permanent,Education,31250,25
CL-102592,SF-JHB,Gauteng,F,55-64,Contract,Healthcare,12600,30
CL-102593,SF-JHB,Gauteng,F,18-24,Contract,Security,9550,25
CL-102594,SF-JHB,Gauteng,M,45-54,Permanent,Education,5450,25
CL-102595,SF-JHB,Gauteng,F,45-54,Permanent,Hospitality,22550,25
CL-102596,SF-JHB,Gauteng,F,25-34,Permanent,Healthcare,12350,25
CL-102597,SF-JHB,Gauteng,M,25-34,Permanent,Public sector,5850,25
CL-102598,SF-JHB,Gauteng,M,18-24,Permanent,Retail,8450,25
CL-102599,SF-JHB,Gauteng,M,45-54,Permanent,Security,5300,25
CL-102600,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,16500,30
CL-102601,SF-JHB,Gauteng,F,45-54,Pensioner,Security,15200,25
CL-102602,SF-JHB,Gauteng,F,55-64,Permanent,Mining,4200,25
CL-102603,SF-JHB,Gauteng,F,25-34,Government,Manufacturing,6300,25
CL-102604,SF-JHB,Gauteng,M,25-34,Contract,Mining,7750,18
CL-102605,SF-JHB,Gauteng,F,18-24,Contract,Public sector,7100,25
CL-102606,SF-JHB,Gauteng,F,35-44,Permanent,Mining,10250,25
CL-102607,SF-JHB,Gauteng,F,35-44,Contract,Healthcare,21250,25
CL-102608,SF-JHB,Gauteng,F,35-44,Permanent,Construction,8150,25
CL-102609,SF-JHB,Gauteng,F,55-64,Permanent,Construction,10650,25
CL-102610,SF-JHB,Gauteng,F,45-54,Permanent,Construction,7650,25
CL-102611,SF-JHB,Gauteng,F,45-54,Contract,Security,12850,25
CL-102612,SF-JHB,Gauteng,M,45-54,Contract,Retail,4200,30
CL-102613,SF-JHB,Gauteng,F,18-24,Contract,Transport,9000,25
CL-102614,SF-JHB,Gauteng,M,35-44,Contract,Education,19200,25
CL-102615,SF-JHB,Gauteng,F,35-44,Permanent,Construction,8050,25
CL-102616,SF-JHB,Gauteng,M,18-24,Contract,Security,19550,25
CL-102617,SF-JHB,Gauteng,M,18-24,Contract,Retail,4850,30
CL-102618,SF-JHB,Gauteng,F,25-34,Pensioner,Education,5600,30
CL-102619,SF-JHB,Gauteng,F,45-54,Contract,Education,9150,25
CL-102620,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,7200,25
CL-102621,SF-JHB,Gauteng,M,45-54,Contract,Education,6900,25
CL-102622,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,8900,25
CL-102623,SF-JHB,Gauteng,F,25-34,Pensioner,Public sector,13000,30
CL-102624,SF-JHB,Gauteng,F,25-34,Contract,Education,24000,25
CL-102625,SF-JHB,Gauteng,F,35-44,Permanent,Transport,11800,25
CL-102626,SF-JHB,Gauteng,F,45-54,Contract,Retail,7650,25
CL-102627,SF-JHB,Gauteng,F,45-54,Contract,Public sector,9650,30
CL-102628,SF-JHB,Gauteng,F,18-24,Permanent,Manufacturing,9300,30
CL-102629,SF-JHB,Gauteng,M,25-34,Permanent,Hospitality,11350,25
CL-102630,SF-JHB,Gauteng,M,18-24,Contract,Healthcare,13750,25
CL-102631,SF-JHB,Gauteng,F,35-44,Pensioner,Education,20500,8
CL-102632,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,8000,25
CL-102633,SF-JHB,Gauteng,F,35-44,Permanent,Healthcare,17050,25
CL-102634,SF-JHB,Gauteng,F,45-54,Permanent,Construction,6200,25
CL-102635,SF-JHB,Gauteng,F,55-64,Permanent,Retail,28600,30
CL-102636,SF-JHB,Gauteng,F,18-24,Permanent,Construction,15100,25
CL-102637,SF-JHB,Gauteng,M,25-34,Permanent,Transport,6600,25
CL-102638,SF-JHB,Gauteng,F,35-44,Permanent,Hospitality,8150,25
CL-102639,SF-JHB,Gauteng,F,45-54,Contract,Hospitality,15100,4
CL-102640,SF-JHB,Gauteng,M,55-64,Permanent,Manufacturing,7600,25
CL-102641,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,10150,25
CL-102642,SF-JHB,Gauteng,M,45-54,Permanent,Public sector,25500,25
CL-102643,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,19600,22
CL-102644,SF-JHB,Gauteng,M,18-24,Contract,Public sector,19750,30
CL-102645,SF-JHB,Gauteng,M,18-24,Permanent,Manufacturing,19300,25
CL-102646,SF-JHB,Gauteng,F,35-44,Permanent,Transport,19050,25
CL-102647,SF-JHB,Gauteng,F,35-44,Contract,Public sector,6650,25
CL-102648,SF-JHB,Gauteng,F,55-64,Government,Mining,13900,25
CL-102649,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,7900,19
CL-102650,SF-JHB,Gauteng,F,35-44,Permanent,Security,9300,25
CL-102651,SF-JHB,Gauteng,F,25-34,Permanent,Retail,5000,25
CL-102652,SF-JHB,Gauteng,F,45-54,Government,Hospitality,14200,25
CL-102653,SF-JHB,Gauteng,F,25-34,Contract,Education,10450,25
CL-102654,SF-JHB,Gauteng,F,25-34,Permanent,Security,4200,25
CL-102655,SF-JHB,Gauteng,M,35-44,Contract,Healthcare,6850,30
CL-102656,SF-JHB,Gauteng,M,55-64,Permanent,Mining,9250,30
CL-102657,SF-JHB,Gauteng,F,25-34,Contract,Hospitality,9450,30
CL-102658,SF-JHB,Gauteng,M,25-34,Permanent,Hospitality,10250,25
CL-102659,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,9300,25
CL-102660,SF-JHB,Gauteng,F,55-64,Permanent,Retail,9450,25
CL-102661,SF-JHB,Gauteng,M,25-34,Permanent,Transport,13900,25
CL-102662,SF-JHB,Gauteng,M,45-54,Permanent,Retail,13350,25
CL-102663,SF-JHB,Gauteng,F,45-54,Contract,Healthcare,15850,25
CL-102664,SF-JHB,Gauteng,F,45-54,Permanent,Construction,21900,25
CL-102665,SF-JHB,Gauteng,M,35-44,Permanent,Hospitality,9400,30
CL-102666,SF-JHB,Gauteng,F,25-34,Permanent,Education,10300,25
CL-102667,SF-JHB,Gauteng,F,55-64,Government,Retail,13050,25
CL-102668,SF-JHB,Gauteng,F,18-24,Permanent,Security,25600,30
CL-102669,SF-JHB,Gauteng,F,35-44,Contract,Public sector,23000,25
CL-102670,SF-JHB,Gauteng,M,45-54,Permanent,Mining,5250,25
CL-102671,SF-JHB,Gauteng,M,18-24,Government,Mining,13600,25
CL-102672,SF-JHB,Gauteng,M,35-44,Government,Hospitality,6900,30
CL-102673,SF-JHB,Gauteng,F,35-44,Permanent,Retail,8600,25
CL-102674,SF-JHB,Gauteng,F,55-64,Permanent,Security,24000,25
CL-102675,SF-JHB,Gauteng,F,35-44,Contract,Manufacturing,5550,30
CL-102676,SF-JHB,Gauteng,M,25-34,Contract,Retail,12800,30
CL-102677,SF-JHB,Gauteng,F,35-44,Permanent,Mining,7550,25
CL-102678,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,15600,25
CL-102679,SF-JHB,Gauteng,M,25-34,Contract,Healthcare,19850,27
CL-102680,SF-JHB,Gauteng,F,35-44,Permanent,Transport,21100,25
CL-102681,SF-JHB,Gauteng,F,35-44,Permanent,Healthcare,7100,30
CL-102682,SF-JHB,Gauteng,M,55-64,Government,Transport,9100,30
CL-102683,SF-JHB,Gauteng,F,18-24,Permanent,Public sector,36050,25
CL-102684,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,10700,1
CL-102685,SF-JHB,Gauteng,F,55-64,Contract,Mining,13350,25
CL-102686,SF-JHB,Gauteng,M,55-64,Contract,Public sector,7500,25
CL-102687,SF-JHB,Gauteng,M,18-24,Permanent,Healthcare,8850,30
CL-102688,SF-JHB,Gauteng,M,25-34,Permanent,Public sector,9600,25
CL-102689,SF-JHB,Gauteng,M,35-44,Permanent,Security,21400,30
CL-102690,SF-JHB,Gauteng,M,45-54,Contract,Public sector,11350,23
CL-102691,SF-JHB,Gauteng,F,18-24,Permanent,Public sector,8500,25
CL-102692,SF-JHB,Gauteng,F,55-64,Permanent,Education,10100,24
CL-102693,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,15700,25
CL-102694,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,9550,25
CL-102695,SF-JHB,Gauteng,M,25-34,Permanent,Transport,5100,25
CL-102696,SF-JHB,Gauteng,M,25-34,Contract,Public sector,9450,30
CL-102697,SF-JHB,Gauteng,F,35-44,Contract,Healthcare,16650,25
CL-102698,SF-JHB,Gauteng,M,35-44,Permanent,Hospitality,14150,25
CL-102699,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,13600,30
CL-102700,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,15300,25
CL-102701,SF-JHB,Gauteng,M,18-24,Permanent,Retail,5600,22
CL-102702,SF-JHB,Gauteng,F,25-34,Permanent,Healthcare,15650,25
CL-102703,SF-JHB,Gauteng,M,35-44,Government,Education,10000,6
CL-102704,SF-JHB,Gauteng,M,55-64,Permanent,Mining,12900,30
CL-102705,SF-JHB,Gauteng,M,18-24,Permanent,Mining,20500,25
CL-102706,SF-JHB,Gauteng,M,35-44,Permanent,Mining,15300,30
CL-102707,SF-JHB,Gauteng,F,35-44,Government,Manufacturing,14900,25
CL-102708,SF-JHB,Gauteng,F,25-34,Permanent,Security,11450,30
CL-102709,SF-JHB,Gauteng,F,55-64,Contract,Healthcare,50800,25
CL-102710,SF-JHB,Gauteng,F,25-34,Permanent,Security,11200,15
CL-102711,SF-JHB,Gauteng,M,55-64,Government,Healthcare,19800,30
CL-102712,SF-JHB,Gauteng,M,25-34,Contract,Transport,22900,25
CL-102713,SF-JHB,Gauteng,M,25-34,Government,Construction,35900,25
CL-102714,SF-JHB,Gauteng,M,45-54,Permanent,Transport,14450,30
CL-102715,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,22700,30
CL-102716,SF-JHB,Gauteng,M,45-54,Permanent,Security,13200,25
